1 s1/2 1s1/2 F0 1048.25740
3 d3/2 2s1/2 G2   29.30530
3 d3/2 2p1/2 F0  127.94860
3 d3/2 2p1/2 G1   29.61130
3 d3/2 2p3/2 F0  127.32142
3 d3/2 2p3/2 F2   36.32021
3 d3/2 2p3/2 G1   33.28140
3 d3/2 2p3/2 G3   19.09607
3 d3/2 3s1/2 F0   92.14139
3 d3/2 3s1/2 G2   41.31521
3 d3/2 3p1/2 F0   94.17161
3 d3/2 3p1/2 G1   57.02992
3 d3/2 3p3/2 F0   91.86164
3 d3/2 3p3/2 F2   44.01904
3 d3/2 3p3/2 G1   54.32681
3 d3/2 3p3/2 G3   32.81519
3 d3/2 3d3/2 F0   98.55678
3 d3/2 3d3/2 F2   49.70276
3 d5/2 1s1/2 F0   12.48700
3 d5/2 1s1/2 G2    0.00532
3 d5/2 2s1/2 F0   12.44720
3 d5/2 2s1/2 G2    0.19603
3 d5/2 2p1/2 F0   12.46053
3 d5/2 2p1/2 G3    0.11835
3 d5/2 2p3/2 F0   12.45573
3 d5/2 2p3/2 F2    0.26320
3 d5/2 2p3/2 G1    0.22327
3 d5/2 2p3/2 G3    0.13068
3 d5/2 3s1/2 F0   12.24203
3 d5/2 3s1/2 G2    0.17531
3 d5/2 3p1/2 F0   12.25269
3 d5/2 3p1/2 G3    0.14283
3 d5/2 3p3/2 F0   12.24101
3 d5/2 3p3/2 F2    0.58439
3 d5/2 3p3/2 G1    0.26397
3 d5/2 3p3/2 G3    0.14570
3 d5/2 3d3/2 F0   12.27645
3 d5/2 3d3/2 F2    0.54811
3 d5/2 3d3/2 G2    0.23738
3 d5/2 3d3/2 G4    0.14876
3 d5/2 3d5/2 F0    9.95412
3 d5/2 3d5/2 F2    6.40864
3 d5/2 3d5/2 F4    4.75358
4 s1/2 1s1/2 F0   57.25250
4 s1/2 1s1/2 G0    4.53885
4 s1/2 2s1/2 F0   53.23885
4 s1/2 2s1/2 G0    7.90246
4 s1/2 2p1/2 F0   53.85871
4 s1/2 2p1/2 G1    4.53741
4 s1/2 2p3/2 F0   53.60617
4 s1/2 2p3/2 G1    4.65986
4 s1/2 3s1/2 F0   48.09719
4 s1/2 3s1/2 G0   15.87895
4 s1/2 3p1/2 F0   48.37879
4 s1/2 3p1/2 G1    9.73012
4 s1/2 3p3/2 F0   48.05775
4 s1/2 3p3/2 G1   10.11985
4 s1/2 3d3/2 F0   48.78366
4 s1/2 3d3/2 G2    7.02020
4 s1/2 3d5/2 F0   11.93970
4 s1/2 3d5/2 G2    0.47455
4 s1/2 4s1/2 F0   38.38681
4 p1/2 1s1/2 F0   56.81772
4 p1/2 1s1/2 G1    3.23645
4 p1/2 2s1/2 F0   52.38316
4 p1/2 2s1/2 G1    4.08491
4 p1/2 2p1/2 F0   53.19797
4 p1/2 2p1/2 G0    8.14940
4 p1/2 2p3/2 F0   52.90146
4 p1/2 2p3/2 G2    3.29860
4 p1/2 3s1/2 F0   47.06972
4 p1/2 3s1/2 G1    8.42458
4 p1/2 3p1/2 F0   47.38978
4 p1/2 3p1/2 G0   15.35936
4 p1/2 3p3/2 F0   47.06497
4 p1/2 3p3/2 G2    6.57892
4 p1/2 3d3/2 F0   47.77689
4 p1/2 3d3/2 G1    9.30214
4 p1/2 3d5/2 F0   11.92444
4 p1/2 3d5/2 G3    0.38277
4 p1/2 4s1/2 F0   37.80056
4 p1/2 4s1/2 G1   25.89861
4 p1/2 4p1/2 F0   37.24957
4 p3/2 1s1/2 F0   54.27577
4 p3/2 1s1/2 G1    2.50473
4 p3/2 2s1/2 F0   50.49559
4 p3/2 2s1/2 G1    3.86212
4 p3/2 2p1/2 F0   51.25818
4 p3/2 2p1/2 G2    3.17984
4 p3/2 2p3/2 F0   50.99004
4 p3/2 2p3/2 F2    5.67539
4 p3/2 2p3/2 G0    7.71583
4 p3/2 2p3/2 G2    3.18446
4 p3/2 3s1/2 F0   45.57114
4 p3/2 3s1/2 G1    8.05323
4 p3/2 3p1/2 F0   45.86755
4 p3/2 3p1/2 G2    6.09880
4 p3/2 3p3/2 F0   45.56538
4 p3/2 3p3/2 F2   12.48028
4 p3/2 3p3/2 G0   14.74824
4 p3/2 3p3/2 G2    6.21141
4 p3/2 3d3/2 F0   46.22886
4 p3/2 3d3/2 F2   11.48143
4 p3/2 3d3/2 G1    8.62558
4 p3/2 3d3/2 G3    4.79501
4 p3/2 3d5/2 F0   11.90383
4 p3/2 3d5/2 F2    1.63141
4 p3/2 3d5/2 G1    0.64915
4 p3/2 3d5/2 G3    0.37535
4 p3/2 4s1/2 F0   37.04875
4 p3/2 4s1/2 G1   25.23585
4 p3/2 4p1/2 F0   36.53089
4 p3/2 4p1/2 G2   19.16970
4 p3/2 4p3/2 F0   35.86532
4 p3/2 4p3/2 F2   18.93558
4 d3/2 1s1/2 F0   48.57642
4 d3/2 1s1/2 G2    0.13538
4 d3/2 2s1/2 F0   47.64591
4 d3/2 2s1/2 G2    4.49081
4 d3/2 2p1/2 F0   47.95450
4 d3/2 2p1/2 G1    4.67733
4 d3/2 2p3/2 F0   47.84346
4 d3/2 2p3/2 F2    5.72310
4 d3/2 2p3/2 G1    5.14344
4 d3/2 2p3/2 G3    2.99765
4 d3/2 3s1/2 F0   42.93370
4 d3/2 3s1/2 G2    4.10511
4 d3/2 3p1/2 F0   43.17978
4 d3/2 3p1/2 G1    6.11430
4 d3/2 3p3/2 F0   42.91035
4 d3/2 3p3/2 F2   10.78262
4 d3/2 3p3/2 G1    6.27600
4 d3/2 3p3/2 G3    3.43211
4 d3/2 3d3/2 F0   43.72510
4 d3/2 3d3/2 F2   10.42666
4 d3/2 3d3/2 G0   13.03240
4 d3/2 3d3/2 G2    5.58544
4 d3/2 3d5/2 F0   11.86268
4 d3/2 3d5/2 F2    1.82766
4 d3/2 3d5/2 G2    0.54884
4 d3/2 3d5/2 G4    0.34933
4 d3/2 4s1/2 F0   35.47608
4 d3/2 4s1/2 G2   17.73061
4 d3/2 4p1/2 F0   35.01503
4 d3/2 4p1/2 G1   23.07444
4 d3/2 4p3/2 F0   34.42482
4 d3/2 4p3/2 F2   17.79440
4 d3/2 4p3/2 G1   22.82350
4 d3/2 4p3/2 G3   14.21754
4 d3/2 4d3/2 F0   33.16616
4 d3/2 4d3/2 F2   16.98858
4 d5/2 1s1/2 F0   47.80112
4 d5/2 1s1/2 G2    0.10879
4 d5/2 2s1/2 F0   46.96753
4 d5/2 2s1/2 G2    4.27651
4 d5/2 2p1/2 F0   47.24864
4 d5/2 2p1/2 G3    2.55963
4 d5/2 2p3/2 F0   47.14694
4 d5/2 2p3/2 F2    5.50789
4 d5/2 2p3/2 G1    4.85118
4 d5/2 2p3/2 G3    2.83664
4 d5/2 3s1/2 F0   42.44094
4 d5/2 3s1/2 G2    4.01346
4 d5/2 3p1/2 F0   42.68062
4 d5/2 3p1/2 G3    3.28937
4 d5/2 3p3/2 F0   42.41757
4 d5/2 3p3/2 F2   10.54343
4 d5/2 3p3/2 G1    6.12311
4 d5/2 3p3/2 G3    3.35259
4 d5/2 3d3/2 F0   43.21491
4 d5/2 3d3/2 F2   10.20678
4 d5/2 3d3/2 G2    5.48270
4 d5/2 3d3/2 G4    3.42689
4 d5/2 3d5/2 F0   11.85536
4 d5/2 3d5/2 F2    1.85700
4 d5/2 3d5/2 F4    0.64975
4 d5/2 3d5/2 G0    1.31955
4 d5/2 3d5/2 G2    0.55303
4 d5/2 3d5/2 G4    0.35156
4 d5/2 4s1/2 F0   35.21189
4 d5/2 4s1/2 G2   17.51836
4 d5/2 4p1/2 F0   34.76149
4 d5/2 4p1/2 G3   14.18278
4 d5/2 4p3/2 F0   34.18718
4 d5/2 4p3/2 F2   17.66191
4 d5/2 4p3/2 G1   22.65620
4 d5/2 4p3/2 G3   14.10476
4 d5/2 4d3/2 F0   32.95302
4 d5/2 4d3/2 F2   16.88846
4 d5/2 4d3/2 G2   16.88446
4 d5/2 4d3/2 G4   11.33893
4 d5/2 4d5/2 F0   32.74497
4 d5/2 4d5/2 F2   16.79599
4 d5/2 4d5/2 F4   11.27990
4 f5/2 1s1/2 F0   33.83784
4 f5/2 1s1/2 G3    0.00018
4 f5/2 2s1/2 F0   33.82971
4 f5/2 2s1/2 G3    0.11432
4 f5/2 2p1/2 F0   33.83296
4 f5/2 2p1/2 G2    0.09042
4 f5/2 2p3/2 F0   33.83146
4 f5/2 2p3/2 F2    1.25990
4 f5/2 2p3/2 G2    0.11472
4 f5/2 2p3/2 G4    0.07389
4 f5/2 3s1/2 F0   33.39805
4 f5/2 3s1/2 G3    3.00300
4 f5/2 3p1/2 F0   33.43002
4 f5/2 3p1/2 G2    3.54221
4 f5/2 3p3/2 F0   33.36577
4 f5/2 3p3/2 F2    7.60093
4 f5/2 3p3/2 G2    3.92851
4 f5/2 3p3/2 G4    2.58658
4 f5/2 3d3/2 F0   33.48399
4 f5/2 3d3/2 F2    6.45823
4 f5/2 3d3/2 G1    4.20315
4 f5/2 3d3/2 G3    2.45680
4 f5/2 3d5/2 F0   11.56753
4 f5/2 3d5/2 F2    2.81776
4 f5/2 3d5/2 F4    1.31665
4 f5/2 3d5/2 G1    1.99401
4 f5/2 3d5/2 G3    1.11698
4 f5/2 3d5/2 G5    0.77646
4 f5/2 4s1/2 F0   29.33883
4 f5/2 4s1/2 G3    9.71175
4 f5/2 4p1/2 F0   29.03291
4 f5/2 4p1/2 G2   12.23126
4 f5/2 4p3/2 F0   28.65921
4 f5/2 4p3/2 F2   13.56084
4 f5/2 4p3/2 G2   12.29669
4 f5/2 4p3/2 G4    8.18293
4 f5/2 4d3/2 F0   27.82008
4 f5/2 4d3/2 F2   13.22450
4 f5/2 4d3/2 G1   16.52794
4 f5/2 4d3/2 G3    9.90316
4 f5/2 4d5/2 F0   27.68380
4 f5/2 4d5/2 F2   13.19669
4 f5/2 4d5/2 F4    8.41868
4 f5/2 4d5/2 G1   16.51763
4 f5/2 4d5/2 G3    9.89539
4 f5/2 4d5/2 G5    6.93783
4 f5/2 4f5/2 F0   24.17792
4 f5/2 4f5/2 F2   11.44707
4 f5/2 4f5/2 F4    7.18789
4 s1/2 1s1/2 F0   22.73238
4 s1/2 1s1/2 G0    0.74323
4 s1/2 2s1/2 F0   22.07638
4 s1/2 2s1/2 G0    1.27835
4 s1/2 2p1/2 F0   22.17736
4 s1/2 2p1/2 G1    0.73568
4 s1/2 2p3/2 F0   22.13618
4 s1/2 2p3/2 G1    0.75480
4 s1/2 3s1/2 F0   21.24874
4 s1/2 3s1/2 G0    2.39502
4 s1/2 3p1/2 F0   21.29368
4 s1/2 3p1/2 G1    1.47864
4 s1/2 3p3/2 F0   21.24275
4 s1/2 3p3/2 G1    1.52303
4 s1/2 3d3/2 F0   21.35805
4 s1/2 3d3/2 G2    1.06650
4 s1/2 3d5/2 F0   11.19401
4 s1/2 3d5/2 G2    2.98950
4 s1/2 4s1/2 F0   19.84932
4 s1/2 4s1/2 G0    5.32294
4 s1/2 4p1/2 F0   19.77732
4 s1/2 4p1/2 G1    3.56830
4 s1/2 4p3/2 F0   19.68204
4 s1/2 4p3/2 G1    3.73244
4 s1/2 4d3/2 F0   19.46510
4 s1/2 4d3/2 G2    3.40701
4 s1/2 4d5/2 F0   19.42914
4 s1/2 4d5/2 G2    3.48219
4 s1/2 4f5/2 F0   18.10628
4 s1/2 4f5/2 G3    4.58211
4 s1/2 4s1/2 F0   15.86078
5 p1/2 1s1/2 F0   20.36900
5 p1/2 1s1/2 G1    0.44788
5 p1/2 2s1/2 F0   19.75699
5 p1/2 2s1/2 G1    0.55993
5 p1/2 2p1/2 F0   19.86906
5 p1/2 2p1/2 G0    1.11656
5 p1/2 2p3/2 F0   19.82822
5 p1/2 2p3/2 G2    0.45207
5 p1/2 3s1/2 F0   19.03366
5 p1/2 3s1/2 G1    1.09321
5 p1/2 3p1/2 F0   19.07687
5 p1/2 3p1/2 G0    1.97895
5 p1/2 3p3/2 F0   19.03323
5 p1/2 3p3/2 G2    0.85178
5 p1/2 3d3/2 F0   19.12876
5 p1/2 3d3/2 G1    1.20071
5 p1/2 3d5/2 F0   10.84560
5 p1/2 3d5/2 G3    3.04932
5 p1/2 4s1/2 F0   17.89065
5 p1/2 4s1/2 G1    2.50531
5 p1/2 4p1/2 F0   17.83452
5 p1/2 4p1/2 G0    4.42549
5 p1/2 4p3/2 F0   17.75768
5 p1/2 4p3/2 G2    2.00236
5 p1/2 4d3/2 F0   17.58853
5 p1/2 4d3/2 G1    3.53153
5 p1/2 4d5/2 F0   17.56012
5 p1/2 4d5/2 G3    2.01613
5 p1/2 4f5/2 F0   16.51978
5 p1/2 4f5/2 G2    4.76244
5 p1/2 4s1/2 F0   14.80128
5 p1/2 4s1/2 G1   10.23317
5 p1/2 5p1/2 F0   13.91074
5 p3/2 1s1/2 F0   19.37932
5 p3/2 1s1/2 G1    0.33907
5 p3/2 2s1/2 F0   18.86923
5 p3/2 2s1/2 G1    0.51783
5 p3/2 2p1/2 F0   18.97182
5 p3/2 2p1/2 G2    0.42654
5 p3/2 2p3/2 F0   18.93571
5 p3/2 2p3/2 F2    0.77926
5 p3/2 2p3/2 G0    1.03350
5 p3/2 2p3/2 G2    0.42697
5 p3/2 3s1/2 F0   18.21286
5 p3/2 3s1/2 G1    1.02914
5 p3/2 3p1/2 F0   18.25209
5 p3/2 3p1/2 G2    0.78236
5 p3/2 3p3/2 F0   18.21233
5 p3/2 3p3/2 F2    1.85161
5 p3/2 3p3/2 G0    1.86093
5 p3/2 3p3/2 G2    0.79309
5 p3/2 3d3/2 F0   18.29963
5 p3/2 3d3/2 F2    1.68191
5 p3/2 3d3/2 G1    1.09872
5 p3/2 3d3/2 G3    0.61425
5 p3/2 3d5/2 F0   10.69605
5 p3/2 3d5/2 F2    5.17554
5 p3/2 3d5/2 G1    5.10148
5 p3/2 3d5/2 G3    3.26375
5 p3/2 4s1/2 F0   17.17064
5 p3/2 4s1/2 G1    2.34550
5 p3/2 4p1/2 F0   17.11854
5 p3/2 4p1/2 G2    1.79632
5 p3/2 4p3/2 F0   17.04801
5 p3/2 4p3/2 F2    4.37892
5 p3/2 4p3/2 G0    4.19542
5 p3/2 4p3/2 G2    1.84363
5 p3/2 4d3/2 F0   16.89320
5 p3/2 4d3/2 F2    4.74894
5 p3/2 4d3/2 G1    3.16921
5 p3/2 4d3/2 G3    1.76702
5 p3/2 4d5/2 F0   16.86726
5 p3/2 4d5/2 F2    4.80802
5 p3/2 4d5/2 G1    3.22768
5 p3/2 4d5/2 G3    1.80152
5 p3/2 4f5/2 F0   15.92247
5 p3/2 4f5/2 F2    5.90349
5 p3/2 4f5/2 G2    4.36156
5 p3/2 4f5/2 G4    2.80876
5 p3/2 4s1/2 F0   14.38279
5 p3/2 4s1/2 G1    9.70554
5 p3/2 5p1/2 F0   13.55517
5 p3/2 5p1/2 G2    7.42359
5 p3/2 5p3/2 F0   13.22334
5 p3/2 5p3/2 F2    7.29590
5 d3/2 1s1/2 F0   10.49788
5 d3/2 1s1/2 G2    0.00860
5 d3/2 2s1/2 F0   10.43942
5 d3/2 2s1/2 G2    0.27575
5 d3/2 2p1/2 F0   10.45877
5 d3/2 2p1/2 G1    0.28850
5 d3/2 2p3/2 F0   10.45182
5 d3/2 2p3/2 F2    0.36024
5 d3/2 2p3/2 G1    0.31650
5 d3/2 2p3/2 G3    0.18467
5 d3/2 3s1/2 F0   10.15208
5 d3/2 3s1/2 G2    0.24832
5 d3/2 3p1/2 F0   10.16688
5 d3/2 3p1/2 G1    0.36509
5 d3/2 3p3/2 F0   10.15064
5 d3/2 3p3/2 F2    0.74488
5 d3/2 3p3/2 G1    0.37409
5 d3/2 3p3/2 G3    0.20664
5 d3/2 3d3/2 F0   10.19969
5 d3/2 3d3/2 F2    0.70569
5 d3/2 3d3/2 G0    0.76719
5 d3/2 3d3/2 G2    0.33221
5 d3/2 3d5/2 F0    7.18241
5 d3/2 3d5/2 F2    4.22779
5 d3/2 3d5/2 G2    4.00669
5 d3/2 3d5/2 G4    2.86500
5 d3/2 4s1/2 F0    9.72368
5 d3/2 4s1/2 G2    0.67756
5 d3/2 4p1/2 F0    9.70187
5 d3/2 4p1/2 G1    0.93982
5 d3/2 4p3/2 F0    9.67241
5 d3/2 4p3/2 F2    1.81523
5 d3/2 4p3/2 G1    0.93260
5 d3/2 4p3/2 G3    0.53830
5 d3/2 4d3/2 F0    9.61341
5 d3/2 4d3/2 F2    1.99109
5 d3/2 4d3/2 G0    1.86443
5 d3/2 4d3/2 G2    0.79043
5 d3/2 4d5/2 F0    9.60293
5 d3/2 4d5/2 F2    2.01723
5 d3/2 4d5/2 G2    0.79657
5 d3/2 4d5/2 G4    0.50739
5 d3/2 4f5/2 F0    9.23915
5 d3/2 4f5/2 F2    2.75641
5 d3/2 4f5/2 G1    2.39138
5 d3/2 4f5/2 G3    1.33896
5 d3/2 4s1/2 F0    8.70635
5 d3/2 4s1/2 G2    3.36361
5 d3/2 5p1/2 F0    8.34658
5 d3/2 5p1/2 G1    4.90924
5 d3/2 5p3/2 F0    8.19737
5 d3/2 5p3/2 F2    4.32793
5 d3/2 5p3/2 G1    5.07845
5 d3/2 5p3/2 G3    3.23996
5 d3/2 5d3/2 F0    5.32613
5 d3/2 5d3/2 F2    3.09729
5 s1/2 1s1/2 F0    2.42182
5 s1/2 1s1/2 G0    0.06048
5 s1/2 2s1/2 F0    2.36846
5 s1/2 2s1/2 G0    0.10384
5 s1/2 2p1/2 F0    2.37667
5 s1/2 2p1/2 G1    0.05978
5 s1/2 2p3/2 F0    2.37332
5 s1/2 2p3/2 G1    0.06132
5 s1/2 3s1/2 F0    2.30128
5 s1/2 3s1/2 G0    0.19303
5 s1/2 3p1/2 F0    2.30492
5 s1/2 3p1/2 G1    0.11926
5 s1/2 3p3/2 F0    2.30079
5 s1/2 3p3/2 G1    0.12272
5 s1/2 3d3/2 F0    2.31013
5 s1/2 3d3/2 G2    0.08602
5 s1/2 3d5/2 F0    1.63128
5 s1/2 3d5/2 G2    0.86477
5 s1/2 4s1/2 F0    2.18890
5 s1/2 4s1/2 G0    0.40593
5 s1/2 4p1/2 F0    2.18321
5 s1/2 4p1/2 G1    0.27021
5 s1/2 4p3/2 F0    2.17566
5 s1/2 4p3/2 G1    0.27938
5 s1/2 4d3/2 F0    2.15873
5 s1/2 4d3/2 G2    0.24193
5 s1/2 4d5/2 F0    2.15591
5 s1/2 4d5/2 G2    0.24580
5 s1/2 4f5/2 F0    2.05800
5 s1/2 4f5/2 G3    0.28618
5 s1/2 4s1/2 F0    1.90249
5 s1/2 4s1/2 G0    0.95665
5 s1/2 5p1/2 F0    1.82389
5 s1/2 5p1/2 G1    0.64937
5 s1/2 5p3/2 F0    1.79170
5 s1/2 5p3/2 G1    0.64974
5 s1/2 5d3/2 F0    1.18266
5 s1/2 5d3/2 G2    0.46814
5 s1/2 5s1/2 F0    0.27168
