# # Cu_crystal                                                   FEFF 9.05   
# # POT  SCF  30  5.0000   0, core-hole, AFOLP (folp(0)= 1.150)
# # Abs   Z=29 Rmt= 1.449 Rnm= 1.502 K  shell
# # Pot 1 Z=29 Rmt= 1.356 Rnm= 1.393
# # Gam_ch=1.729E+00 H-L exch
# # Mu=-8.092E+00 kf=1.979E+00 Vint=-1.699E+01 Rs_int= 1.833
# # PATH  Rmax= 5.000,  Keep_limit= 0.00, Heap_limit 0.00  Pwcrit= 2.50%
#  S02=1.000  Temp= 190.00  Debye_temp= 315.00  Global_sig2= 0.00000
#  Curved wave amplitude ratio filter   4.000%
#     file         sig2 tot  cw amp ratio   deg  nlegs   reff  inp sig2
#           1       0.00610    100.00     12.00     2   2.5527
#           2       0.00748     22.75      6.00     2   3.6100
#           3       0.00687     10.29     48.00     3   3.8290
#           4       0.00757      7.06     48.00     3   4.3577
#           5       0.00767     54.81     24.00     2   4.4213
#           6       0.00772     10.83     48.00     3   4.7633
#           7       0.00772     16.53     96.00     3   4.7633
#     7/   7 paths used
#  xsedge+50, used to normalize mu           2.4748E-04
#  -----------------------------------------------------------------------
#  omega    e    k    mu    mu0     chi     @#
    9194.271    197.733   7.350  1.00867E+00  9.81498E-01  2.73903E-02
    9197.081    200.543   7.400  1.00646E+00  9.80498E-01  2.62043E-02
    9199.910    203.372   7.450  1.00406E+00  9.79498E-01  2.48208E-02
    9202.758    206.219   7.500  1.00247E+00  9.78498E-01  2.42630E-02
    9205.625    209.086   7.550  1.00234E+00  9.77463E-01  2.52094E-02
    9208.511    211.973   7.600  1.00376E+00  9.76428E-01  2.77395E-02
    9211.416    214.878   7.650  1.00637E+00  9.75393E-01  3.14702E-02
    9214.341    217.802   7.700  1.00934E+00  9.74358E-01  3.55883E-02
    9217.284    220.745   7.750  1.01161E+00  9.73323E-01  3.90050E-02
    9220.246    223.707   7.800  1.01205E+00  9.72288E-01  4.05591E-02
    9223.227    226.689   7.850  1.00967E+00  9.71253E-01  3.92338E-02
    9226.228    229.689   7.900  1.00381E+00  9.70218E-01  3.43519E-02
    9229.247    232.708   7.950  9.94299E-01  9.69183E-01  2.57180E-02
    9232.286    235.747   8.000  9.81496E-01  9.68148E-01  1.36855E-02
    9235.343    238.804   8.050  9.66263E-01  9.67197E-01 -9.59567E-04
    9238.420    241.881   8.100  9.49869E-01  9.66247E-01 -1.68332E-02
    9241.515    244.977   8.150  9.33866E-01  9.65296E-01 -3.23434E-02
    9244.630    248.091   8.200  9.19845E-01  9.64345E-01 -4.58498E-02
    9247.764    251.225   8.250  9.09219E-01  9.63394E-01 -5.58868E-02
    9250.916    254.378   8.300  9.03032E-01  9.62444E-01 -6.13633E-02
    9254.088    257.549   8.350  9.01821E-01  9.61493E-01 -6.17079E-02
    9257.279    260.740   8.400  9.05549E-01  9.60542E-01 -5.69401E-02
    9260.489    263.950   8.450  9.13620E-01  9.59592E-01 -4.76571E-02
    9263.718    267.179   8.500  9.24976E-01  9.58641E-01 -3.49426E-02
    9266.966    270.427   8.550  9.38387E-01  9.57862E-01 -2.02350E-02
    9270.233    273.694   8.600  9.52276E-01  9.57082E-01 -4.99969E-03
    9273.519    276.980   8.650  9.65219E-01  9.56303E-01  9.28455E-03
    9276.824    280.286   8.700  9.76033E-01  9.55524E-01  2.13797E-02
    9280.148    283.610   8.750  9.83899E-01  9.54745E-01  3.04238E-02
    9283.492    286.953   8.800  9.88429E-01  9.53965E-01  3.60035E-02
    9286.854    290.315   8.850  9.89671E-01  9.53186E-01  3.81566E-02
    9290.235    293.697   8.900  9.88043E-01  9.52407E-01  3.73091E-02
    9293.636    297.097   8.950  9.84222E-01  9.51627E-01  3.41616E-02
    9297.055    300.517   9.000  9.79008E-01  9.50848E-01  2.95458E-02
    9300.494    303.955   9.050  9.73207E-01  9.49992E-01  2.43847E-02
    9303.951    307.413   9.100  9.67373E-01  9.49136E-01  1.91777E-02
    9307.428    310.889   9.150  9.61930E-01  9.48281E-01  1.43707E-02
    9310.924    314.385   9.200  9.57066E-01  9.47425E-01  1.01623E-02
    9314.438    317.900   9.250  9.52745E-01  9.46569E-01  6.51778E-03
    9317.972    321.433   9.300  9.48769E-01  9.45713E-01  3.22853E-03
    9321.525    324.986   9.350  9.44859E-01  9.44857E-01  2.26937E-06
    9325.097    328.558   9.400  9.40758E-01  9.44001E-01 -3.43501E-03
    9328.688    332.149   9.450  9.36310E-01  9.43146E-01 -7.24642E-03
    9332.298    335.759   9.500  9.31531E-01  9.42290E-01 -1.14197E-02
    9335.927    339.388   9.550  9.26417E-01  9.41264E-01 -1.57768E-02
    9339.575    343.036   9.600  9.21513E-01  9.40238E-01 -1.99216E-02
    9343.242    346.703   9.650  9.17262E-01  9.39212E-01 -2.33810E-02
    9346.928    350.389   9.700  9.14139E-01  9.38186E-01 -2.56454E-02
    9350.633    354.094   9.750  9.12561E-01  9.37160E-01 -2.62658E-02
    9354.357    357.819   9.800  9.12797E-01  9.36134E-01 -2.49482E-02
    9358.101    361.562   9.850  9.14901E-01  9.35108E-01 -2.16276E-02
    9361.863    365.324   9.900  9.18682E-01  9.34082E-01 -1.65033E-02
    9365.645    369.106   9.950  9.23710E-01  9.33056E-01 -1.00275E-02
    9369.445    372.906  10.000  9.29380E-01  9.32030E-01 -2.84716E-03
    9373.264    376.726  10.050  9.35029E-01  9.31031E-01  4.29825E-03
    9377.103    380.564  10.100  9.40068E-01  9.30032E-01  1.08022E-02
    9380.961    384.422  10.150  9.43927E-01  9.29032E-01  1.60464E-02
    9384.837    388.299  10.200  9.46194E-01  9.28033E-01  1.95834E-02
    9388.733    392.194  10.250  9.46666E-01  9.27033E-01  2.11916E-02
    9392.648    396.109  10.300  9.45373E-01  9.26034E-01  2.08950E-02
    9396.582    400.043  10.350  9.42553E-01  9.25034E-01  1.89463E-02
    9400.534    403.996  10.400  9.38608E-01  9.24035E-01  1.57755E-02
    9404.506    407.968  10.450  9.34030E-01  9.23036E-01  1.19136E-02
    9408.497    411.959  10.500  9.29325E-01  9.22036E-01  7.90627E-03
    9412.507    415.969  10.550  9.24932E-01  9.21037E-01  4.22915E-03
    9416.536    419.998  10.600  9.21162E-01  9.20037E-01  1.22199E-03
    9420.584    424.046  10.650  9.18164E-01  9.19038E-01 -9.50266E-04
    9424.652    428.113  10.700  9.15923E-01  9.18038E-01 -2.30284E-03
    9428.738    432.199  10.750  9.14283E-01  9.17039E-01 -3.00389E-03
    9432.843    436.304  10.800  9.12995E-01  9.16039E-01 -3.32118E-03
    9436.967    440.429  10.850  9.11786E-01  9.15040E-01 -3.55364E-03
    9441.111    444.572  10.900  9.10417E-01  9.14041E-01 -3.96136E-03
    9445.273    448.734  10.950  9.08739E-01  9.13041E-01 -4.70761E-03
    9449.455    452.916  11.000  9.06725E-01  9.12042E-01 -5.82349E-03
    9453.655    457.116  11.050  9.04419E-01  9.11049E-01 -7.26958E-03
