# Once
#  POT  SCF 100  2.1000   0, NO core-hole, AFOLP (folp(0)= 1.150)
    0 195 196  Unique potential, I_mt, I_norman.    Following data in atomic units.
  iph            0
   i      r         vcoul        rho     ovrlp vcoul  ovrlp vtot  ovrlp rho
  225  1.1023E+01 -2.5174E-05  1.7559E-06  0.0000E+00 -8.0557E-01  0.0000E+00
  226  1.1588E+01 -1.4065E-05  9.9239E-07  0.0000E+00 -8.0557E-01  0.0000E+00
  227  1.2182E+01 -7.6404E-06  5.4321E-07  0.0000E+00 -8.0557E-01  0.0000E+00
  228  1.2807E+01 -4.0419E-06  2.8746E-07  0.0000E+00 -8.0557E-01  0.0000E+00
  229  1.3464E+01 -2.0919E-06  1.4678E-07  0.0000E+00 -8.0557E-01  0.0000E+00
  230  1.4154E+01 -1.0707E-06  7.2184E-08  0.0000E+00 -8.0557E-01  0.0000E+00
  231  1.4880E+01 -5.5366E-07  3.4118E-08  0.0000E+00 -8.0557E-01  0.0000E+00
  232  1.5643E+01 -3.0002E-07  1.5466E-08  0.0000E+00 -8.0557E-01  0.0000E+00
  233  1.6445E+01 -1.7849E-07  6.7094E-09  0.0000E+00 -8.0557E-01  0.0000E+00
  234  1.7288E+01 -1.2051E-07  2.7790E-09  0.0000E+00 -8.0557E-01  0.0000E+00
  235  1.8174E+01 -9.1851E-08  1.0963E-09  0.0000E+00 -8.0557E-01  0.0000E+00
  236  1.9106E+01 -7.6183E-08  4.1090E-10  0.0000E+00 -8.0557E-01  0.0000E+00
  237  2.0086E+01 -6.6104E-08  1.4593E-10  0.0000E+00 -8.0557E-01  0.0000E+00
  238  2.1115E+01 -5.8417E-08  4.8972E-11  0.0000E+00 -8.0557E-01  0.0000E+00
  239  2.2198E+01 -5.1814E-08  1.5484E-11  0.0000E+00 -8.0557E-01  0.0000E+00
  240  2.3336E+01 -4.5781E-08  4.5984E-12  0.0000E+00 -8.0557E-01  0.0000E+00
  241  2.4533E+01 -4.0124E-08  1.2791E-12  0.0000E+00 -8.0557E-01  0.0000E+00
  242  2.5790E+01 -3.4768E-08  3.3166E-13  0.0000E+00 -8.0557E-01  0.0000E+00
  243  2.7113E+01 -2.9680E-08  7.9975E-14  0.0000E+00 -8.0557E-01  0.0000E+00
  244  2.8503E+01 -2.4843E-08  1.7991E-14  0.0000E+00 -8.0557E-01  0.0000E+00
  245  2.9964E+01 -2.0241E-08  3.5964E-15  0.0000E+00 -8.0557E-01  0.0000E+00
  246  3.1500E+01 -1.5865E-08  6.6903E-16  0.0000E+00 -8.0557E-01  0.0000E+00
  247  3.3115E+01 -1.1702E-08  9.4895E-17  0.0000E+00 -8.0557E-01  0.0000E+00
  248  3.4813E+01 -7.7414E-09  1.2565E-17  0.0000E+00 -8.0557E-01  0.0000E+00
  249  3.6598E+01 -3.9744E-09  1.5077E-18  0.0000E+00 -8.0557E-01  0.0000E+00
