# Loss function from file ../../../EpsInv/opconsKK.dat located in directory
# /home/hebhop/Research/SE_Runs/Cu/Feff/FMS/NewFEFF90
#
# Header from ../../../EpsInv/opconsKK.dat
###############################################################################################
# name:     copper
# formula:  Cu
# sites:    Cu1
# refer1:   Kittel, ISSP
# refer2:
# schoen:
# notes1:   metal, fcc
# POT  SCF  30  5.8000   0, core-hole, AFOLP (folp(0)= 1.150)
#   omega (eV)      epsilon_1       epsilon_2       n               kappa           mu (cm^(-1))    R               epsinv   
###############################################################################################
#
# omega	-Im[eps**{-1}]
0.341386E+04 0.274924E-04
0.341741E+04 0.273871E-04
0.342096E+04 0.272821E-04
0.342452E+04 0.271774E-04
0.342808E+04 0.270730E-04
0.343165E+04 0.269689E-04
0.343521E+04 0.268651E-04
0.343878E+04 0.267615E-04
0.344235E+04 0.266583E-04
0.344593E+04 0.265554E-04
0.344950E+04 0.264527E-04
0.345308E+04 0.263503E-04
0.345667E+04 0.262483E-04
0.346025E+04 0.261465E-04
0.346384E+04 0.260453E-04
0.346743E+04 0.259463E-04
0.347102E+04 0.258475E-04
0.347462E+04 0.257490E-04
0.347822E+04 0.256508E-04
0.348182E+04 0.255528E-04
0.348543E+04 0.254551E-04
0.348903E+04 0.253577E-04
0.349264E+04 0.252606E-04
0.349625E+04 0.251638E-04
0.349987E+04 0.250672E-04
0.350349E+04 0.249709E-04
0.350711E+04 0.248748E-04
0.351073E+04 0.247791E-04
0.351436E+04 0.246836E-04
0.351799E+04 0.245884E-04
0.352162E+04 0.244934E-04
0.352525E+04 0.243988E-04
0.352889E+04 0.243063E-04
0.353253E+04 0.242141E-04
0.353617E+04 0.241221E-04
0.353982E+04 0.240304E-04
0.354346E+04 0.239389E-04
0.354711E+04 0.238477E-04
0.355077E+04 0.237568E-04
0.355442E+04 0.236661E-04
0.355808E+04 0.235757E-04
0.356174E+04 0.234855E-04
0.356541E+04 0.233956E-04
0.356907E+04 0.233059E-04
0.357274E+04 0.232165E-04
0.357642E+04 0.231273E-04
0.358009E+04 0.230384E-04
0.358377E+04 0.229497E-04
0.358745E+04 0.228616E-04
0.359113E+04 0.227753E-04
0.359482E+04 0.226892E-04
0.359851E+04 0.226034E-04
0.360220E+04 0.225178E-04
0.360589E+04 0.224325E-04
0.360959E+04 0.223474E-04
0.361329E+04 0.222625E-04
0.361699E+04 0.221779E-04
0.362070E+04 0.220935E-04
0.362440E+04 0.220094E-04
0.362811E+04 0.219255E-04
0.363183E+04 0.218418E-04
0.363554E+04 0.217584E-04
0.363926E+04 0.216751E-04
0.364298E+04 0.215922E-04
0.364671E+04 0.215094E-04
0.365043E+04 0.214277E-04
0.365416E+04 0.213470E-04
0.365790E+04 0.212667E-04
0.366163E+04 0.211865E-04
0.366537E+04 0.211066E-04
0.366911E+04 0.210268E-04
0.367285E+04 0.209474E-04
0.367660E+04 0.208681E-04
0.368035E+04 0.207891E-04
0.368410E+04 0.207102E-04
0.368785E+04 0.206316E-04
0.369161E+04 0.205532E-04
0.369537E+04 0.204751E-04
0.369913E+04 0.203971E-04
0.370289E+04 0.203194E-04
0.370666E+04 0.202419E-04
0.371043E+04 0.201646E-04
0.371421E+04 0.200890E-04
0.371798E+04 0.200137E-04
0.372176E+04 0.199386E-04
0.372554E+04 0.198637E-04
0.372933E+04 0.197891E-04
0.373311E+04 0.197146E-04
0.373690E+04 0.196403E-04
0.374069E+04 0.195663E-04
0.374449E+04 0.194924E-04
0.374829E+04 0.194188E-04
0.375209E+04 0.193454E-04
0.375589E+04 0.192722E-04
0.375969E+04 0.191991E-04
0.376350E+04 0.191263E-04
0.376731E+04 0.190537E-04
0.377113E+04 0.189813E-04
0.377494E+04 0.189100E-04
0.377876E+04 0.188394E-04
0.378259E+04 0.187690E-04
0.378641E+04 0.186988E-04
0.379024E+04 0.186287E-04
0.379407E+04 0.185589E-04
0.379790E+04 0.184893E-04
0.380174E+04 0.184199E-04
0.380557E+04 0.183506E-04
0.380942E+04 0.182816E-04
0.381326E+04 0.182127E-04
0.381711E+04 0.181441E-04
0.382095E+04 0.180756E-04
0.382481E+04 0.180073E-04
0.382866E+04 0.179392E-04
0.383252E+04 0.178713E-04
0.383638E+04 0.178043E-04
0.384024E+04 0.177381E-04
0.384411E+04 0.176720E-04
0.384798E+04 0.176061E-04
0.385185E+04 0.175404E-04
0.385572E+04 0.174749E-04
0.385960E+04 0.174096E-04
0.386348E+04 0.173445E-04
0.386736E+04 0.172795E-04
0.387124E+04 0.172147E-04
0.387513E+04 0.171501E-04
0.387902E+04 0.170857E-04
0.388291E+04 0.170214E-04
0.388681E+04 0.169574E-04
0.389071E+04 0.168935E-04
0.389461E+04 0.168298E-04
0.389851E+04 0.167670E-04
0.390242E+04 0.167049E-04
0.390633E+04 0.166429E-04
0.391024E+04 0.165812E-04
0.391415E+04 0.165196E-04
0.391807E+04 0.164582E-04
0.392199E+04 0.163969E-04
0.392591E+04 0.163358E-04
0.392984E+04 0.162749E-04
0.393377E+04 0.162142E-04
0.393770E+04 0.161536E-04
0.394163E+04 0.160932E-04
0.394557E+04 0.160330E-04
0.394951E+04 0.159729E-04
0.395345E+04 0.159130E-04
0.395739E+04 0.158532E-04
0.396134E+04 0.157946E-04
0.396529E+04 0.157363E-04
0.396924E+04 0.156781E-04
0.397320E+04 0.156201E-04
0.397715E+04 0.155623E-04
0.398112E+04 0.155046E-04
0.398508E+04 0.154471E-04
0.398904E+04 0.153898E-04
0.399301E+04 0.153326E-04
0.399699E+04 0.152755E-04
0.400096E+04 0.152186E-04
0.400494E+04 0.151619E-04
0.400892E+04 0.151054E-04
0.401290E+04 0.150489E-04
0.401688E+04 0.149927E-04
0.402087E+04 0.149369E-04
0.402486E+04 0.148820E-04
0.402886E+04 0.148273E-04
0.403285E+04 0.147728E-04
0.403685E+04 0.147184E-04
0.404085E+04 0.146641E-04
0.404486E+04 0.146100E-04
0.404886E+04 0.145560E-04
0.405287E+04 0.145022E-04
0.405689E+04 0.144486E-04
0.406090E+04 0.143951E-04
0.406492E+04 0.143417E-04
0.406894E+04 0.142885E-04
0.407296E+04 0.142354E-04
0.407699E+04 0.141825E-04
0.408102E+04 0.141297E-04
0.408505E+04 0.140778E-04
0.408908E+04 0.140263E-04
0.409312E+04 0.139749E-04
0.409716E+04 0.139236E-04
0.410120E+04 0.138725E-04
0.410525E+04 0.138215E-04
0.410930E+04 0.137706E-04
0.411335E+04 0.137199E-04
0.411740E+04 0.136693E-04
0.412146E+04 0.136189E-04
0.412552E+04 0.135686E-04
0.412958E+04 0.135184E-04
0.413364E+04 0.134684E-04
0.413771E+04 0.134185E-04
0.414178E+04 0.133687E-04
0.414585E+04 0.133196E-04
0.414992E+04 0.132710E-04
0.415400E+04 0.132226E-04
0.415808E+04 0.131743E-04
0.416217E+04 0.131261E-04
0.416625E+04 0.130781E-04
0.417034E+04 0.130302E-04
0.417443E+04 0.129824E-04
0.417853E+04 0.129348E-04
0.418262E+04 0.128873E-04
0.418672E+04 0.128399E-04
0.419083E+04 0.127926E-04
0.419493E+04 0.127455E-04
0.419904E+04 0.126985E-04
0.420315E+04 0.126516E-04
0.420726E+04 0.126053E-04
0.421138E+04 0.125595E-04
0.421550E+04 0.125139E-04
0.421962E+04 0.124684E-04
0.422374E+04 0.124230E-04
0.422787E+04 0.123778E-04
0.423200E+04 0.123326E-04
0.423613E+04 0.122876E-04
0.424027E+04 0.122428E-04
0.424440E+04 0.121980E-04
0.424854E+04 0.121534E-04
0.425269E+04 0.121088E-04
0.425683E+04 0.120644E-04
0.426098E+04 0.120202E-04
0.426513E+04 0.119760E-04
0.426929E+04 0.119323E-04
0.427344E+04 0.118891E-04
0.427760E+04 0.118461E-04
0.428176E+04 0.118031E-04
0.428593E+04 0.117603E-04
0.429010E+04 0.117176E-04
0.429427E+04 0.116750E-04
0.429844E+04 0.116325E-04
0.430262E+04 0.115901E-04
0.430679E+04 0.115479E-04
0.431098E+04 0.115057E-04
0.431516E+04 0.114637E-04
0.431935E+04 0.114218E-04
0.432354E+04 0.113800E-04
0.432773E+04 0.113383E-04
0.433192E+04 0.112973E-04
0.433612E+04 0.112566E-04
0.434032E+04 0.112160E-04
0.434452E+04 0.111755E-04
0.434873E+04 0.111351E-04
0.435294E+04 0.110948E-04
0.435715E+04 0.110547E-04
0.436136E+04 0.110146E-04
0.436558E+04 0.109747E-04
0.436980E+04 0.109349E-04
0.437402E+04 0.108951E-04
0.437824E+04 0.108555E-04
0.438247E+04 0.108160E-04
0.438670E+04 0.107766E-04
0.439094E+04 0.107373E-04
0.439517E+04 0.106988E-04
0.439941E+04 0.106604E-04
0.440365E+04 0.106221E-04
0.440789E+04 0.105839E-04
0.441214E+04 0.105458E-04
0.441639E+04 0.105078E-04
0.442064E+04 0.104699E-04
0.442490E+04 0.104321E-04
0.442915E+04 0.103944E-04
0.443341E+04 0.103568E-04
0.443768E+04 0.103193E-04
0.444194E+04 0.102820E-04
0.444621E+04 0.102447E-04
0.445048E+04 0.102075E-04
0.445475E+04 0.101707E-04
0.445903E+04 0.101343E-04
0.446331E+04 0.100981E-04
0.446759E+04 0.100619E-04
0.447188E+04 0.100258E-04
0.447616E+04 0.998988E-05
0.448045E+04 0.995400E-05
0.448475E+04 0.991823E-05
0.448904E+04 0.988255E-05
0.449334E+04 0.984696E-05
0.449764E+04 0.981147E-05
0.450195E+04 0.977608E-05
0.450625E+04 0.974078E-05
0.451056E+04 0.970558E-05
0.451487E+04 0.967050E-05
0.451919E+04 0.963608E-05
0.452350E+04 0.960175E-05
0.452782E+04 0.956752E-05
0.453215E+04 0.953338E-05
0.453647E+04 0.949933E-05
0.454080E+04 0.946537E-05
0.454513E+04 0.943150E-05
0.454947E+04 0.939772E-05
0.455380E+04 0.936403E-05
0.455814E+04 0.933043E-05
0.456248E+04 0.929692E-05
0.456683E+04 0.926351E-05
0.457117E+04 0.923018E-05
0.457552E+04 0.919694E-05
0.457988E+04 0.916422E-05
0.458423E+04 0.913172E-05
0.458859E+04 0.909930E-05
0.459295E+04 0.906697E-05
0.459731E+04 0.903472E-05
0.460168E+04 0.900256E-05
0.460605E+04 0.897049E-05
0.461042E+04 0.893850E-05
0.461480E+04 0.890659E-05
0.461917E+04 0.887477E-05
0.462355E+04 0.884304E-05
0.462793E+04 0.881139E-05
0.463232E+04 0.877983E-05
0.463671E+04 0.874835E-05
0.464110E+04 0.871728E-05
0.464549E+04 0.868648E-05
0.464989E+04 0.865576E-05
0.465429E+04 0.862513E-05
0.465869E+04 0.859458E-05
0.466309E+04 0.856411E-05
0.466750E+04 0.853372E-05
0.467191E+04 0.850341E-05
0.467632E+04 0.847318E-05
0.468074E+04 0.844303E-05
0.468516E+04 0.841296E-05
0.468958E+04 0.838297E-05
0.469400E+04 0.835306E-05
0.469843E+04 0.832323E-05
0.470285E+04 0.829378E-05
0.470729E+04 0.826461E-05
0.471172E+04 0.823551E-05
0.471616E+04 0.820649E-05
0.472060E+04 0.817755E-05
0.472504E+04 0.814868E-05
0.472948E+04 0.811988E-05
0.473393E+04 0.809117E-05
0.473838E+04 0.806253E-05
0.474284E+04 0.803396E-05
0.474729E+04 0.800547E-05
0.475175E+04 0.797706E-05
0.475621E+04 0.794873E-05
0.476068E+04 0.792046E-05
0.476514E+04 0.789259E-05
0.476961E+04 0.786492E-05
0.477409E+04 0.783734E-05
0.477856E+04 0.780982E-05
0.478304E+04 0.778237E-05
0.478752E+04 0.775500E-05
0.479200E+04 0.772770E-05
0.479649E+04 0.770047E-05
0.480098E+04 0.767331E-05
0.480547E+04 0.764623E-05
0.480996E+04 0.761921E-05
0.481446E+04 0.759227E-05
0.481896E+04 0.756540E-05
0.482346E+04 0.753859E-05
0.482797E+04 0.751226E-05
0.483248E+04 0.748603E-05
0.483699E+04 0.745987E-05
0.484150E+04 0.743378E-05
0.484601E+04 0.740776E-05
0.485053E+04 0.738181E-05
0.485505E+04 0.735592E-05
0.485958E+04 0.733010E-05
0.486411E+04 0.730435E-05
0.486863E+04 0.727867E-05
0.487317E+04 0.725306E-05
0.487770E+04 0.722751E-05
0.488224E+04 0.720203E-05
0.488678E+04 0.717671E-05
0.489132E+04 0.715175E-05
0.489587E+04 0.712686E-05
0.490042E+04 0.710203E-05
0.490497E+04 0.707727E-05
0.490952E+04 0.705257E-05
0.491408E+04 0.702794E-05
0.491864E+04 0.700337E-05
0.492320E+04 0.697887E-05
0.492777E+04 0.695443E-05
0.493233E+04 0.693006E-05
0.493690E+04 0.690574E-05
0.494148E+04 0.688150E-05
0.494605E+04 0.685731E-05
0.495063E+04 0.683345E-05
0.495521E+04 0.680978E-05
0.495980E+04 0.678618E-05
0.496438E+04 0.676263E-05
0.496897E+04 0.673914E-05
0.497356E+04 0.671572E-05
0.497816E+04 0.669236E-05
0.498276E+04 0.666906E-05
0.498736E+04 0.664581E-05
0.499196E+04 0.662263E-05
0.499657E+04 0.659951E-05
0.500117E+04 0.657645E-05
0.500579E+04 0.655346E-05
0.501040E+04 0.653059E-05
0.501502E+04 0.650807E-05
0.501964E+04 0.648560E-05
0.502426E+04 0.646319E-05
0.502888E+04 0.644084E-05
0.503351E+04 0.641855E-05
0.503814E+04 0.639632E-05
0.504277E+04 0.637414E-05
0.504741E+04 0.635203E-05
0.505205E+04 0.632997E-05
0.505669E+04 0.630796E-05
0.506133E+04 0.628602E-05
0.506598E+04 0.626413E-05
0.507063E+04 0.624229E-05
0.507528E+04 0.622081E-05
0.507993E+04 0.619942E-05
0.508459E+04 0.617808E-05
0.508925E+04 0.615681E-05
0.509391E+04 0.613558E-05
0.509858E+04 0.611441E-05
0.510325E+04 0.609330E-05
0.510792E+04 0.607224E-05
0.511259E+04 0.605124E-05
0.511727E+04 0.603029E-05
0.512195E+04 0.600939E-05
0.512663E+04 0.598855E-05
0.513132E+04 0.596776E-05
0.513600E+04 0.594723E-05
0.514069E+04 0.592686E-05
0.514539E+04 0.590655E-05
0.515008E+04 0.588629E-05
0.515478E+04 0.586608E-05
0.515948E+04 0.584593E-05
0.516418E+04 0.582582E-05
0.516889E+04 0.580577E-05
0.517360E+04 0.578577E-05
0.517831E+04 0.576583E-05
0.518303E+04 0.574593E-05
0.518774E+04 0.572608E-05
0.519246E+04 0.570629E-05
0.519719E+04 0.568669E-05
0.520191E+04 0.566729E-05
0.520664E+04 0.564795E-05
0.521137E+04 0.562865E-05
0.521610E+04 0.560940E-05
0.522084E+04 0.559020E-05
0.522558E+04 0.557105E-05
0.523032E+04 0.555195E-05
0.523507E+04 0.553291E-05
0.523981E+04 0.551390E-05
0.524456E+04 0.549495E-05
0.524932E+04 0.547605E-05
0.525407E+04 0.545719E-05
0.525883E+04 0.543851E-05
0.526359E+04 0.542004E-05
0.526835E+04 0.540162E-05
0.527312E+04 0.538324E-05
0.527789E+04 0.536491E-05
0.528266E+04 0.534663E-05
0.528744E+04 0.532840E-05
0.529221E+04 0.531021E-05
0.529699E+04 0.529207E-05
0.530177E+04 0.527397E-05
0.530656E+04 0.525592E-05
0.531135E+04 0.523792E-05
0.531614E+04 0.521996E-05
0.532093E+04 0.520218E-05
0.532573E+04 0.518457E-05
0.533053E+04 0.516700E-05
0.533533E+04 0.514948E-05
0.534013E+04 0.513200E-05
0.534494E+04 0.511457E-05
0.534975E+04 0.509718E-05
0.535456E+04 0.507984E-05
0.535938E+04 0.506254E-05
0.536420E+04 0.504528E-05
0.536902E+04 0.502807E-05
0.537384E+04 0.501091E-05
0.537867E+04 0.499378E-05
0.538350E+04 0.497686E-05
0.538833E+04 0.496007E-05
0.539316E+04 0.494332E-05
0.539800E+04 0.492662E-05
0.540284E+04 0.490996E-05
0.540768E+04 0.489334E-05
0.541253E+04 0.487676E-05
0.541737E+04 0.486022E-05
0.542222E+04 0.484373E-05
0.542708E+04 0.482728E-05
0.543193E+04 0.481087E-05
0.543679E+04 0.479450E-05
0.544165E+04 0.477818E-05
0.544652E+04 0.476210E-05
0.545138E+04 0.474609E-05
0.545625E+04 0.473012E-05
0.546113E+04 0.471419E-05
0.546600E+04 0.469831E-05
0.547088E+04 0.468246E-05
0.547576E+04 0.466665E-05
0.548064E+04 0.465089E-05
0.548553E+04 0.463516E-05
0.549042E+04 0.461948E-05
0.549531E+04 0.460383E-05
0.550020E+04 0.458822E-05
0.550510E+04 0.457270E-05
0.551000E+04 0.455740E-05
0.551490E+04 0.454214E-05
0.551981E+04 0.452692E-05
0.552472E+04 0.451173E-05
0.552963E+04 0.449658E-05
0.553454E+04 0.448148E-05
0.553946E+04 0.446641E-05
0.554437E+04 0.445137E-05
0.554930E+04 0.443638E-05
0.555422E+04 0.442142E-05
0.555915E+04 0.440651E-05
0.556408E+04 0.439163E-05
0.556901E+04 0.437691E-05
0.557394E+04 0.436232E-05
0.557888E+04 0.434776E-05
0.558382E+04 0.433324E-05
0.558876E+04 0.431876E-05
0.559371E+04 0.430431E-05
0.559866E+04 0.428990E-05
0.560361E+04 0.427552E-05
0.560856E+04 0.426118E-05
0.561352E+04 0.424688E-05
0.561848E+04 0.423261E-05
0.562344E+04 0.421838E-05
0.562841E+04 0.420421E-05
0.563338E+04 0.419025E-05
0.563835E+04 0.417632E-05
0.564332E+04 0.416243E-05
0.564829E+04 0.414857E-05
0.565327E+04 0.413474E-05
0.565825E+04 0.412095E-05
0.566324E+04 0.410720E-05
0.566823E+04 0.409348E-05
0.567321E+04 0.407979E-05
0.567821E+04 0.406614E-05
0.568320E+04 0.405253E-05
0.568820E+04 0.403894E-05
0.569320E+04 0.402552E-05
0.569820E+04 0.401218E-05
0.570321E+04 0.399888E-05
0.570822E+04 0.398561E-05
0.571323E+04 0.397237E-05
0.571824E+04 0.395917E-05
0.572326E+04 0.394599E-05
0.572828E+04 0.393286E-05
0.573330E+04 0.391975E-05
0.573832E+04 0.390668E-05
0.574335E+04 0.389364E-05
0.574838E+04 0.388063E-05
0.575342E+04 0.386772E-05
0.575845E+04 0.385498E-05
0.576349E+04 0.384226E-05
0.576853E+04 0.382958E-05
0.577357E+04 0.381692E-05
0.577862E+04 0.380430E-05
0.578367E+04 0.379171E-05
0.578872E+04 0.377915E-05
0.579378E+04 0.376662E-05
0.579883E+04 0.375413E-05
0.580389E+04 0.374166E-05
0.580896E+04 0.372923E-05
0.581402E+04 0.371685E-05
0.581909E+04 0.370463E-05
0.582416E+04 0.369245E-05
0.582924E+04 0.368029E-05
0.583431E+04 0.366817E-05
0.583939E+04 0.365608E-05
0.584447E+04 0.364401E-05
0.584956E+04 0.363198E-05
0.585465E+04 0.361997E-05
0.585974E+04 0.360800E-05
0.586483E+04 0.359606E-05
0.586992E+04 0.358414E-05
0.587502E+04 0.357226E-05
0.588012E+04 0.356056E-05
0.588523E+04 0.354889E-05
0.589033E+04 0.353726E-05
0.589544E+04 0.352565E-05
0.590055E+04 0.351407E-05
0.590567E+04 0.350252E-05
0.591079E+04 0.349100E-05
0.591591E+04 0.347951E-05
0.592103E+04 0.346805E-05
0.592615E+04 0.345661E-05
0.593128E+04 0.344520E-05
0.593641E+04 0.343383E-05
0.594155E+04 0.342261E-05
0.594668E+04 0.341144E-05
0.595182E+04 0.340030E-05
0.595696E+04 0.338918E-05
0.596211E+04 0.337809E-05
0.596726E+04 0.336703E-05
0.597241E+04 0.335600E-05
0.597756E+04 0.334500E-05
0.598271E+04 0.333402E-05
0.598787E+04 0.332307E-05
0.599303E+04 0.331214E-05
0.599820E+04 0.330124E-05
0.600336E+04 0.329050E-05
0.600853E+04 0.327980E-05
0.601370E+04 0.326913E-05
0.601888E+04 0.325848E-05
0.602406E+04 0.324787E-05
0.602924E+04 0.323727E-05
0.603442E+04 0.322670E-05
0.603960E+04 0.321616E-05
0.604479E+04 0.320565E-05
0.604998E+04 0.319516E-05
0.605518E+04 0.318469E-05
0.606037E+04 0.317425E-05
0.606557E+04 0.316396E-05
0.607077E+04 0.315370E-05
0.607598E+04 0.314346E-05
0.608118E+04 0.313325E-05
0.608639E+04 0.312307E-05
0.609161E+04 0.311290E-05
0.609682E+04 0.310277E-05
0.610204E+04 0.309266E-05
0.610726E+04 0.308257E-05
0.611248E+04 0.307251E-05
0.611771E+04 0.306247E-05
0.612294E+04 0.306009E-05
0.612817E+04 0.304958E-05
0.613341E+04 0.303909E-05
0.613864E+04 0.302863E-05
0.614388E+04 0.301820E-05
0.614912E+04 0.300779E-05
0.615437E+04 0.299740E-05
0.615962E+04 0.298705E-05
0.616487E+04 0.297671E-05
0.617012E+04 0.296641E-05
0.617538E+04 0.295613E-05
0.618064E+04 0.294587E-05
0.618590E+04 0.293599E-05
0.619116E+04 0.292703E-05
0.619643E+04 0.291810E-05
0.620170E+04 0.290918E-05
0.620697E+04 0.290029E-05
0.621225E+04 0.289141E-05
0.621752E+04 0.288256E-05
0.622281E+04 0.287373E-05
0.622809E+04 0.286492E-05
0.623337E+04 0.285613E-05
0.623866E+04 0.284737E-05
0.624395E+04 0.283862E-05
0.624925E+04 0.282990E-05
0.625455E+04 0.282120E-05
0.625985E+04 0.281251E-05
0.626515E+04 0.280385E-05
0.627045E+04 0.279521E-05
0.627576E+04 0.278659E-05
0.628107E+04 0.277799E-05
0.628638E+04 0.276942E-05
0.629170E+04 0.276086E-05
0.629702E+04 0.275232E-05
0.630234E+04 0.274380E-05
0.630766E+04 0.273531E-05
0.631299E+04 0.272683E-05
0.631832E+04 0.271838E-05
0.632365E+04 0.270994E-05
0.632899E+04 0.270153E-05
0.633433E+04 0.269313E-05
0.633967E+04 0.268476E-05
0.634501E+04 0.267640E-05
0.635035E+04 0.266807E-05
0.635570E+04 0.265976E-05
0.636106E+04 0.265146E-05
0.636641E+04 0.264319E-05
0.637177E+04 0.263493E-05
0.637713E+04 0.262670E-05
0.638249E+04 0.261848E-05
0.638785E+04 0.261029E-05
0.639322E+04 0.260211E-05
0.639859E+04 0.259396E-05
0.640396E+04 0.258582E-05
0.640934E+04 0.257771E-05
0.641472E+04 0.256961E-05
0.642010E+04 0.256153E-05
0.642548E+04 0.255347E-05
0.643087E+04 0.254543E-05
0.643626E+04 0.253741E-05
0.644165E+04 0.252941E-05
0.644705E+04 0.252143E-05
0.645244E+04 0.251347E-05
0.645784E+04 0.250553E-05
0.646325E+04 0.249760E-05
0.646865E+04 0.248970E-05
0.647406E+04 0.248181E-05
0.647947E+04 0.247395E-05
0.648489E+04 0.246610E-05
0.649030E+04 0.245827E-05
0.649572E+04 0.245046E-05
0.650115E+04 0.244266E-05
0.650657E+04 0.243489E-05
0.651200E+04 0.242714E-05
0.651743E+04 0.241940E-05
0.652286E+04 0.241168E-05
0.652830E+04 0.240398E-05
0.653374E+04 0.239630E-05
0.653918E+04 0.238864E-05
0.654462E+04 0.238100E-05
0.655007E+04 0.237337E-05
0.655552E+04 0.236576E-05
0.656097E+04 0.235817E-05
0.656642E+04 0.235060E-05
0.657188E+04 0.234305E-05
0.657734E+04 0.233552E-05
0.658280E+04 0.232800E-05
0.658827E+04 0.232050E-05
0.659374E+04 0.231302E-05
0.659921E+04 0.230556E-05
0.660468E+04 0.229811E-05
0.661016E+04 0.229068E-05
0.661564E+04 0.228327E-05
0.662112E+04 0.227588E-05
0.662660E+04 0.226851E-05
0.663209E+04 0.226115E-05
0.663758E+04 0.225381E-05
0.664307E+04 0.224649E-05
0.664857E+04 0.223919E-05
0.665407E+04 0.223190E-05
0.665957E+04 0.222463E-05
0.666507E+04 0.221738E-05
0.667058E+04 0.221015E-05
0.667609E+04 0.220293E-05
0.668160E+04 0.219573E-05
0.668712E+04 0.218855E-05
0.669263E+04 0.218138E-05
0.669815E+04 0.217423E-05
0.670368E+04 0.216710E-05
0.670920E+04 0.215999E-05
0.671473E+04 0.215289E-05
0.672026E+04 0.214581E-05
0.672579E+04 0.213875E-05
0.673133E+04 0.213170E-05
0.673687E+04 0.212467E-05
0.674241E+04 0.211766E-05
0.674796E+04 0.211066E-05
0.675350E+04 0.210368E-05
0.675905E+04 0.209672E-05
0.676461E+04 0.208977E-05
0.677016E+04 0.208284E-05
0.677572E+04 0.207593E-05
0.678128E+04 0.206903E-05
0.678684E+04 0.206215E-05
0.679241E+04 0.205529E-05
0.679798E+04 0.204844E-05
0.680355E+04 0.204171E-05
0.680913E+04 0.203566E-05
0.681470E+04 0.202963E-05
0.682028E+04 0.202361E-05
0.682587E+04 0.201761E-05
0.683145E+04 0.201162E-05
0.683704E+04 0.200564E-05
0.684263E+04 0.199968E-05
0.684822E+04 0.199373E-05
0.685382E+04 0.198780E-05
0.685942E+04 0.198188E-05
0.686502E+04 0.197597E-05
0.687062E+04 0.197008E-05
0.687623E+04 0.196420E-05
0.688184E+04 0.195833E-05
0.688745E+04 0.195248E-05
0.689307E+04 0.194664E-05
0.689869E+04 0.194082E-05
0.690431E+04 0.193501E-05
0.690993E+04 0.192921E-05
0.691556E+04 0.192343E-05
0.692119E+04 0.191766E-05
0.692682E+04 0.191190E-05
0.693245E+04 0.190616E-05
0.693809E+04 0.190043E-05
0.694373E+04 0.189471E-05
0.694937E+04 0.188900E-05
0.695502E+04 0.188331E-05
0.696067E+04 0.187764E-05
0.696632E+04 0.187197E-05
0.697197E+04 0.186632E-05
0.697763E+04 0.186068E-05
0.698328E+04 0.185506E-05
0.698895E+04 0.184945E-05
0.699461E+04 0.184385E-05
0.700028E+04 0.183827E-05
0.700595E+04 0.183269E-05
0.701162E+04 0.182713E-05
0.701729E+04 0.182159E-05
0.702297E+04 0.181605E-05
0.702865E+04 0.181053E-05
0.703434E+04 0.180503E-05
0.704002E+04 0.179953E-05
0.704571E+04 0.179405E-05
0.705140E+04 0.178858E-05
0.705710E+04 0.178312E-05
0.706279E+04 0.177768E-05
0.706849E+04 0.177225E-05
0.707420E+04 0.176683E-05
0.707990E+04 0.176142E-05
0.708561E+04 0.175603E-05
0.709132E+04 0.175065E-05
0.709703E+04 0.174528E-05
0.710275E+04 0.173992E-05
0.710847E+04 0.173458E-05
0.711419E+04 0.172925E-05
0.711991E+04 0.172393E-05
0.712564E+04 0.171862E-05
0.713137E+04 0.171332E-05
0.713710E+04 0.170804E-05
0.714284E+04 0.170277E-05
0.714858E+04 0.169751E-05
0.715431E+04 0.169227E-05
0.716006E+04 0.168704E-05
0.716580E+04 0.168181E-05
0.717155E+04 0.167661E-05
0.717730E+04 0.167141E-05
0.718306E+04 0.166622E-05
0.718881E+04 0.166105E-05
0.719457E+04 0.165589E-05
0.720034E+04 0.165074E-05
0.720610E+04 0.164560E-05
0.721187E+04 0.164048E-05
0.721764E+04 0.163536E-05
0.722341E+04 0.163026E-05
0.722919E+04 0.162517E-05
0.723497E+04 0.162009E-05
0.724075E+04 0.161503E-05
0.724653E+04 0.160997E-05
0.725232E+04 0.160493E-05
0.725811E+04 0.159990E-05
0.726390E+04 0.159488E-05
0.726970E+04 0.158987E-05
0.727549E+04 0.158488E-05
0.728129E+04 0.157989E-05
0.728710E+04 0.157492E-05
0.729290E+04 0.156996E-05
0.729871E+04 0.156501E-05
0.730452E+04 0.156007E-05
0.731034E+04 0.155514E-05
0.731615E+04 0.155022E-05
0.732197E+04 0.154532E-05
0.732779E+04 0.154043E-05
0.733362E+04 0.153554E-05
0.733945E+04 0.153067E-05
0.734528E+04 0.152581E-05
0.735111E+04 0.152096E-05
0.735695E+04 0.151613E-05
0.736279E+04 0.151130E-05
0.736863E+04 0.150649E-05
0.737447E+04 0.150168E-05
0.738032E+04 0.149689E-05
0.738617E+04 0.149211E-05
0.739202E+04 0.148734E-05
0.739787E+04 0.148258E-05
0.740373E+04 0.147783E-05
0.740959E+04 0.147309E-05
0.741545E+04 0.146837E-05
0.742132E+04 0.146365E-05
0.742719E+04 0.145944E-05
0.743306E+04 0.145524E-05
0.743893E+04 0.145104E-05
0.744481E+04 0.144686E-05
0.745069E+04 0.144269E-05
