# Loss function from file ../../../EpsInv/opconsKK.dat located in directory
# /home/hebhop/Research/SE_Runs/Cu/Feff/FMS/NewFEFF90
#
# Header from ../../../EpsInv/opconsKK.dat
###############################################################################################
# name:     copper
# formula:  Cu
# sites:    Cu1
# refer1:   Kittel, ISSP
# refer2:
# schoen:
# notes1:   metal, fcc
# POT  SCF  30  5.8000   0, core-hole, AFOLP (folp(0)= 1.150)
#   omega (eV)      epsilon_1       epsilon_2       n               kappa           mu (cm^(-1))    R               epsinv   
###############################################################################################
#
# omega	-Im[eps**{-1}]
0.968629E+04 0.430559E-05
0.968826E+04 0.430243E-05
0.969022E+04 0.429927E-05
0.969219E+04 0.429617E-05
0.969416E+04 0.429306E-05
0.969614E+04 0.428994E-05
0.969811E+04 0.428681E-05
0.970009E+04 0.428368E-05
0.970208E+04 0.428054E-05
0.970406E+04 0.427739E-05
0.970605E+04 0.427424E-05
0.970804E+04 0.427109E-05
0.971003E+04 0.426794E-05
0.971203E+04 0.426479E-05
0.971403E+04 0.426164E-05
0.971603E+04 0.425850E-05
0.971803E+04 0.425538E-05
0.972004E+04 0.425225E-05
0.972205E+04 0.424915E-05
0.972406E+04 0.424605E-05
0.972608E+04 0.424296E-05
0.972810E+04 0.423990E-05
0.973012E+04 0.423684E-05
0.973214E+04 0.423378E-05
0.973417E+04 0.423074E-05
0.973619E+04 0.422770E-05
0.973823E+04 0.422466E-05
0.974026E+04 0.422162E-05
0.974230E+04 0.421858E-05
0.974434E+04 0.421552E-05
0.974638E+04 0.421247E-05
0.974842E+04 0.420940E-05
0.975047E+04 0.420631E-05
0.975252E+04 0.420323E-05
0.975457E+04 0.420015E-05
0.975663E+04 0.419705E-05
0.975869E+04 0.419395E-05
0.976075E+04 0.419083E-05
0.976281E+04 0.418770E-05
0.976488E+04 0.418456E-05
0.976695E+04 0.418140E-05
0.976902E+04 0.417825E-05
0.977110E+04 0.417508E-05
0.977318E+04 0.417192E-05
0.977526E+04 0.416875E-05
0.977734E+04 0.416558E-05
0.977942E+04 0.416240E-05
0.978151E+04 0.415923E-05
0.978360E+04 0.415606E-05
0.978570E+04 0.415289E-05
0.978780E+04 0.414972E-05
0.978989E+04 0.414655E-05
0.979200E+04 0.414338E-05
0.979410E+04 0.414021E-05
0.979621E+04 0.413704E-05
0.979832E+04 0.413387E-05
0.980043E+04 0.413069E-05
0.980255E+04 0.412751E-05
0.980467E+04 0.412433E-05
0.980679E+04 0.412114E-05
0.980891E+04 0.411795E-05
0.981104E+04 0.411475E-05
0.981317E+04 0.411155E-05
0.981530E+04 0.410834E-05
0.981744E+04 0.410511E-05
0.981957E+04 0.410188E-05
0.982171E+04 0.409864E-05
0.982386E+04 0.409540E-05
0.982600E+04 0.409217E-05
0.982815E+04 0.408893E-05
0.983030E+04 0.408569E-05
0.983246E+04 0.408245E-05
0.983461E+04 0.407922E-05
0.983677E+04 0.407597E-05
0.983893E+04 0.407271E-05
0.984110E+04 0.406944E-05
0.984326E+04 0.406617E-05
0.984544E+04 0.406291E-05
0.984761E+04 0.405965E-05
0.984978E+04 0.405639E-05
0.985196E+04 0.405314E-05
0.985414E+04 0.404988E-05
0.985633E+04 0.404663E-05
0.985851E+04 0.404337E-05
0.986070E+04 0.404012E-05
0.986289E+04 0.403687E-05
0.986509E+04 0.403361E-05
0.986729E+04 0.403036E-05
0.986949E+04 0.402711E-05
0.987169E+04 0.402385E-05
0.987389E+04 0.402060E-05
0.987610E+04 0.401734E-05
0.987831E+04 0.401408E-05
0.988053E+04 0.401082E-05
0.988275E+04 0.400755E-05
0.988496E+04 0.400429E-05
0.988719E+04 0.400102E-05
0.988941E+04 0.399775E-05
0.989164E+04 0.399448E-05
0.989387E+04 0.399121E-05
0.989610E+04 0.398795E-05
0.989834E+04 0.398470E-05
0.990057E+04 0.398146E-05
0.990282E+04 0.397821E-05
0.990506E+04 0.397496E-05
0.990730E+04 0.397171E-05
0.990955E+04 0.396845E-05
0.991181E+04 0.396519E-05
0.991406E+04 0.396192E-05
0.991632E+04 0.395866E-05
0.991858E+04 0.395539E-05
0.992084E+04 0.395211E-05
0.992311E+04 0.394884E-05
0.992537E+04 0.394556E-05
0.992765E+04 0.394228E-05
0.992992E+04 0.393899E-05
0.993220E+04 0.393571E-05
0.993447E+04 0.393242E-05
0.993676E+04 0.392913E-05
0.993904E+04 0.392586E-05
0.994133E+04 0.392261E-05
0.994362E+04 0.391936E-05
0.994591E+04 0.391611E-05
0.994821E+04 0.391285E-05
0.995050E+04 0.390959E-05
0.995280E+04 0.390634E-05
0.995511E+04 0.390308E-05
0.995741E+04 0.389983E-05
0.995972E+04 0.389658E-05
0.996204E+04 0.389332E-05
0.996435E+04 0.389006E-05
0.996667E+04 0.388681E-05
0.996899E+04 0.388355E-05
0.997131E+04 0.388029E-05
0.997363E+04 0.387703E-05
0.997596E+04 0.387377E-05
0.997829E+04 0.387050E-05
0.998063E+04 0.386724E-05
0.998296E+04 0.386397E-05
0.998530E+04 0.386070E-05
0.998764E+04 0.385743E-05
0.998999E+04 0.385416E-05
0.999233E+04 0.385089E-05
0.999468E+04 0.384761E-05
0.999704E+04 0.384434E-05
0.999939E+04 0.384106E-05
0.100017E+05 0.383782E-05
0.100041E+05 0.383458E-05
0.100065E+05 0.383134E-05
0.100088E+05 0.382810E-05
0.100112E+05 0.382486E-05
0.100136E+05 0.382162E-05
0.100160E+05 0.381838E-05
0.100183E+05 0.381513E-05
0.100207E+05 0.381189E-05
0.100231E+05 0.380864E-05
0.100255E+05 0.380540E-05
0.100279E+05 0.380215E-05
0.100303E+05 0.379891E-05
0.100327E+05 0.379566E-05
0.100350E+05 0.379241E-05
0.100374E+05 0.378916E-05
0.100398E+05 0.378591E-05
0.100423E+05 0.378266E-05
0.100447E+05 0.377941E-05
0.100471E+05 0.377615E-05
0.100495E+05 0.377290E-05
0.100519E+05 0.376964E-05
0.100543E+05 0.376639E-05
0.100567E+05 0.376313E-05
0.100592E+05 0.375987E-05
0.100616E+05 0.375661E-05
0.100640E+05 0.375336E-05
0.100664E+05 0.375010E-05
0.100689E+05 0.374684E-05
0.100713E+05 0.374359E-05
0.100738E+05 0.374033E-05
0.100762E+05 0.373707E-05
0.100786E+05 0.373381E-05
0.100811E+05 0.373054E-05
0.100835E+05 0.372727E-05
0.100860E+05 0.372400E-05
0.100884E+05 0.372073E-05
0.100909E+05 0.371745E-05
0.100934E+05 0.371418E-05
0.100958E+05 0.371090E-05
0.100983E+05 0.370762E-05
0.101008E+05 0.370435E-05
0.101032E+05 0.370107E-05
0.101057E+05 0.369779E-05
0.101082E+05 0.369451E-05
0.101107E+05 0.369122E-05
0.101132E+05 0.368794E-05
0.101156E+05 0.368465E-05
0.101181E+05 0.368137E-05
0.101206E+05 0.367808E-05
0.101231E+05 0.367480E-05
0.101256E+05 0.367150E-05
0.101281E+05 0.366821E-05
0.101306E+05 0.366492E-05
0.101331E+05 0.366162E-05
0.101356E+05 0.365833E-05
0.101381E+05 0.365503E-05
0.101407E+05 0.365173E-05
0.101432E+05 0.364844E-05
0.101457E+05 0.364514E-05
0.101482E+05 0.364184E-05
0.101507E+05 0.363853E-05
0.101533E+05 0.363523E-05
0.101558E+05 0.363193E-05
0.101583E+05 0.362863E-05
0.101609E+05 0.362532E-05
0.101634E+05 0.362202E-05
0.101659E+05 0.361871E-05
0.101685E+05 0.361540E-05
0.101710E+05 0.361209E-05
0.101736E+05 0.360878E-05
0.101761E+05 0.360548E-05
0.101787E+05 0.360216E-05
0.101812E+05 0.359885E-05
0.101838E+05 0.359554E-05
0.101864E+05 0.359223E-05
0.101889E+05 0.358892E-05
0.101915E+05 0.358561E-05
0.101941E+05 0.358230E-05
0.101966E+05 0.357899E-05
0.101992E+05 0.357567E-05
0.102018E+05 0.357236E-05
0.102044E+05 0.356905E-05
0.102069E+05 0.356573E-05
0.102095E+05 0.356242E-05
0.102121E+05 0.355910E-05
0.102147E+05 0.355578E-05
0.102173E+05 0.355247E-05
0.102199E+05 0.354915E-05
0.102225E+05 0.354583E-05
0.102251E+05 0.354250E-05
0.102277E+05 0.353918E-05
0.102303E+05 0.353586E-05
0.102329E+05 0.353254E-05
0.102355E+05 0.352921E-05
0.102382E+05 0.352589E-05
0.102408E+05 0.352256E-05
0.102434E+05 0.351924E-05
0.102460E+05 0.351591E-05
0.102487E+05 0.351261E-05
0.102513E+05 0.350932E-05
0.102539E+05 0.350603E-05
0.102566E+05 0.350273E-05
0.102592E+05 0.349944E-05
0.102618E+05 0.349615E-05
0.102645E+05 0.349286E-05
0.102671E+05 0.348956E-05
0.102698E+05 0.348627E-05
0.102724E+05 0.348297E-05
0.102751E+05 0.347968E-05
0.102777E+05 0.347638E-05
0.102804E+05 0.347308E-05
0.102831E+05 0.346978E-05
0.102857E+05 0.346649E-05
0.102884E+05 0.346319E-05
0.102911E+05 0.345989E-05
0.102937E+05 0.345659E-05
0.102964E+05 0.345329E-05
0.102991E+05 0.344998E-05
0.103018E+05 0.344668E-05
0.103045E+05 0.344338E-05
0.103071E+05 0.344007E-05
0.103098E+05 0.343679E-05
0.103125E+05 0.343352E-05
0.103152E+05 0.343025E-05
0.103179E+05 0.342697E-05
0.103206E+05 0.342370E-05
0.103233E+05 0.342043E-05
0.103260E+05 0.341716E-05
0.103287E+05 0.341389E-05
0.103315E+05 0.341061E-05
0.103342E+05 0.340734E-05
0.103369E+05 0.340406E-05
0.103396E+05 0.340079E-05
0.103423E+05 0.339751E-05
0.103451E+05 0.339424E-05
0.103478E+05 0.339096E-05
0.103505E+05 0.338768E-05
0.103532E+05 0.338440E-05
0.103560E+05 0.338113E-05
0.103587E+05 0.337785E-05
0.103615E+05 0.337457E-05
0.103642E+05 0.337129E-05
0.103670E+05 0.336801E-05
0.103697E+05 0.336473E-05
0.103725E+05 0.336146E-05
0.103752E+05 0.335820E-05
0.103780E+05 0.335493E-05
0.103807E+05 0.335166E-05
0.103835E+05 0.334839E-05
0.103863E+05 0.334513E-05
0.103890E+05 0.334186E-05
0.103918E+05 0.333859E-05
0.103946E+05 0.333532E-05
0.103974E+05 0.333205E-05
0.104001E+05 0.332878E-05
0.104029E+05 0.332551E-05
0.104057E+05 0.332224E-05
0.104085E+05 0.331897E-05
0.104113E+05 0.331570E-05
0.104141E+05 0.331243E-05
0.104169E+05 0.330916E-05
0.104197E+05 0.330589E-05
0.104225E+05 0.330261E-05
0.104253E+05 0.329934E-05
0.104281E+05 0.329606E-05
0.104309E+05 0.329279E-05
0.104337E+05 0.328953E-05
0.104365E+05 0.328627E-05
0.104393E+05 0.328301E-05
0.104422E+05 0.327975E-05
0.104450E+05 0.327649E-05
0.104478E+05 0.327323E-05
0.104506E+05 0.326997E-05
0.104535E+05 0.326671E-05
0.104563E+05 0.326344E-05
0.104591E+05 0.326018E-05
0.104620E+05 0.325692E-05
0.104648E+05 0.325366E-05
0.104677E+05 0.325040E-05
0.104705E+05 0.324714E-05
0.104734E+05 0.324387E-05
0.104762E+05 0.324061E-05
0.104791E+05 0.323735E-05
0.104819E+05 0.323408E-05
0.104848E+05 0.323082E-05
0.104877E+05 0.322756E-05
0.104905E+05 0.322429E-05
0.104934E+05 0.322103E-05
0.104963E+05 0.321776E-05
0.104991E+05 0.321449E-05
0.105020E+05 0.321122E-05
0.105049E+05 0.320795E-05
0.105078E+05 0.320468E-05
0.105107E+05 0.320141E-05
0.105136E+05 0.319814E-05
0.105164E+05 0.319491E-05
0.105193E+05 0.319167E-05
0.105222E+05 0.318843E-05
0.105251E+05 0.318520E-05
0.105280E+05 0.318196E-05
0.105309E+05 0.317872E-05
0.105338E+05 0.317549E-05
0.105368E+05 0.317225E-05
0.105397E+05 0.316901E-05
0.105426E+05 0.316578E-05
0.105455E+05 0.316254E-05
0.105484E+05 0.315930E-05
0.105514E+05 0.315607E-05
0.105543E+05 0.315283E-05
0.105572E+05 0.314960E-05
0.105601E+05 0.314638E-05
0.105631E+05 0.314316E-05
0.105660E+05 0.313994E-05
0.105690E+05 0.313672E-05
0.105719E+05 0.313350E-05
0.105748E+05 0.313028E-05
0.105778E+05 0.312706E-05
0.105807E+05 0.312384E-05
0.105837E+05 0.312062E-05
0.105867E+05 0.311740E-05
0.105896E+05 0.311419E-05
0.105926E+05 0.311097E-05
0.105955E+05 0.310775E-05
0.105985E+05 0.310453E-05
0.106015E+05 0.310131E-05
0.106044E+05 0.309809E-05
0.106074E+05 0.309487E-05
0.106104E+05 0.309166E-05
0.106134E+05 0.308844E-05
0.106164E+05 0.308522E-05
0.106194E+05 0.308202E-05
0.106223E+05 0.307885E-05
0.106253E+05 0.307567E-05
0.106283E+05 0.307250E-05
0.106313E+05 0.306932E-05
0.106343E+05 0.306615E-05
0.106373E+05 0.306298E-05
0.106403E+05 0.305980E-05
0.106433E+05 0.305663E-05
0.106464E+05 0.305345E-05
0.106494E+05 0.305028E-05
0.106524E+05 0.304711E-05
0.106554E+05 0.304393E-05
0.106584E+05 0.304076E-05
0.106615E+05 0.303759E-05
0.106645E+05 0.303442E-05
0.106675E+05 0.303124E-05
0.106705E+05 0.302807E-05
0.106736E+05 0.302490E-05
0.106766E+05 0.302173E-05
0.106797E+05 0.301856E-05
0.106827E+05 0.301541E-05
0.106857E+05 0.301227E-05
0.106888E+05 0.300913E-05
0.106918E+05 0.300598E-05
0.106949E+05 0.300284E-05
0.106980E+05 0.299970E-05
0.107010E+05 0.299655E-05
0.107041E+05 0.299341E-05
0.107071E+05 0.299027E-05
0.107102E+05 0.298713E-05
0.107133E+05 0.298399E-05
0.107164E+05 0.298085E-05
0.107194E+05 0.297770E-05
0.107225E+05 0.297456E-05
0.107256E+05 0.297142E-05
0.107287E+05 0.296828E-05
0.107318E+05 0.296515E-05
0.107349E+05 0.296201E-05
0.107380E+05 0.295887E-05
0.107410E+05 0.295573E-05
0.107441E+05 0.295261E-05
0.107472E+05 0.294948E-05
0.107504E+05 0.294636E-05
0.107535E+05 0.294324E-05
0.107566E+05 0.294012E-05
0.107597E+05 0.293700E-05
0.107628E+05 0.293388E-05
0.107659E+05 0.293076E-05
0.107690E+05 0.292764E-05
0.107722E+05 0.292452E-05
0.107753E+05 0.292141E-05
0.107784E+05 0.291829E-05
0.107815E+05 0.291517E-05
0.107847E+05 0.291205E-05
0.107878E+05 0.290894E-05
0.107909E+05 0.290582E-05
0.107941E+05 0.290271E-05
0.107972E+05 0.289959E-05
0.108004E+05 0.289648E-05
0.108035E+05 0.289336E-05
0.108067E+05 0.289026E-05
0.108098E+05 0.288716E-05
0.108130E+05 0.288406E-05
0.108162E+05 0.288095E-05
0.108193E+05 0.287785E-05
0.108225E+05 0.287475E-05
0.108257E+05 0.287165E-05
0.108288E+05 0.286855E-05
0.108320E+05 0.286545E-05
0.108352E+05 0.286235E-05
0.108384E+05 0.285925E-05
0.108415E+05 0.285616E-05
0.108447E+05 0.285306E-05
0.108479E+05 0.284996E-05
0.108511E+05 0.284687E-05
0.108543E+05 0.284377E-05
0.108575E+05 0.284067E-05
0.108607E+05 0.283758E-05
0.108639E+05 0.283449E-05
0.108671E+05 0.283139E-05
0.108703E+05 0.282830E-05
0.108735E+05 0.282521E-05
0.108767E+05 0.282211E-05
0.108799E+05 0.281902E-05
0.108832E+05 0.281593E-05
0.108864E+05 0.281284E-05
0.108896E+05 0.280975E-05
0.108928E+05 0.280666E-05
0.108961E+05 0.280357E-05
0.108993E+05 0.280048E-05
0.109025E+05 0.279740E-05
0.109058E+05 0.279431E-05
0.109090E+05 0.279122E-05
0.109122E+05 0.278814E-05
0.109155E+05 0.278505E-05
0.109187E+05 0.278197E-05
0.109220E+05 0.277888E-05
0.109252E+05 0.277580E-05
0.109285E+05 0.277272E-05
0.109318E+05 0.276966E-05
0.109350E+05 0.276660E-05
0.109383E+05 0.276354E-05
0.109415E+05 0.276048E-05
0.109448E+05 0.275742E-05
0.109481E+05 0.275437E-05
0.109514E+05 0.275131E-05
0.109546E+05 0.274825E-05
0.109579E+05 0.274520E-05
0.109612E+05 0.274214E-05
0.109645E+05 0.273909E-05
0.109678E+05 0.273603E-05
0.109711E+05 0.273298E-05
0.109744E+05 0.272993E-05
0.109777E+05 0.272687E-05
0.109810E+05 0.272382E-05
0.109843E+05 0.272077E-05
0.109876E+05 0.271772E-05
0.109909E+05 0.271469E-05
0.109942E+05 0.271166E-05
0.109975E+05 0.270863E-05
0.110008E+05 0.270561E-05
0.110041E+05 0.270258E-05
0.110075E+05 0.269955E-05
0.110108E+05 0.269653E-05
0.110141E+05 0.269351E-05
0.110174E+05 0.269048E-05
0.110208E+05 0.268746E-05
0.110241E+05 0.268444E-05
0.110274E+05 0.268142E-05
0.110308E+05 0.267840E-05
0.110341E+05 0.267538E-05
0.110375E+05 0.267237E-05
0.110408E+05 0.266935E-05
0.110442E+05 0.266633E-05
0.110475E+05 0.266331E-05
0.110509E+05 0.266030E-05
0.110542E+05 0.265731E-05
0.110576E+05 0.265433E-05
0.110610E+05 0.265134E-05
0.110643E+05 0.264835E-05
0.110677E+05 0.264537E-05
0.110711E+05 0.264238E-05
0.110745E+05 0.263940E-05
0.110778E+05 0.263642E-05
0.110812E+05 0.263344E-05
0.110846E+05 0.263046E-05
0.110880E+05 0.262748E-05
0.110914E+05 0.262450E-05
0.110948E+05 0.262152E-05
0.110982E+05 0.261854E-05
0.111016E+05 0.261556E-05
0.111050E+05 0.261259E-05
0.111084E+05 0.260961E-05
0.111118E+05 0.260663E-05
0.111152E+05 0.260368E-05
0.111186E+05 0.260072E-05
0.111220E+05 0.259777E-05
0.111254E+05 0.259482E-05
0.111288E+05 0.259187E-05
0.111323E+05 0.258893E-05
0.111357E+05 0.258601E-05
0.111391E+05 0.258309E-05
0.111425E+05 0.258017E-05
0.111460E+05 0.257726E-05
0.111494E+05 0.257434E-05
0.111528E+05 0.257142E-05
0.111563E+05 0.256851E-05
0.111597E+05 0.256559E-05
0.111632E+05 0.256268E-05
0.111666E+05 0.255977E-05
0.111701E+05 0.255686E-05
0.111735E+05 0.255395E-05
0.111770E+05 0.255104E-05
0.111804E+05 0.254814E-05
0.111839E+05 0.254525E-05
0.111874E+05 0.254235E-05
0.111908E+05 0.253945E-05
0.111943E+05 0.253656E-05
0.111978E+05 0.253366E-05
0.112013E+05 0.253077E-05
0.112047E+05 0.252788E-05
0.112082E+05 0.252499E-05
0.112117E+05 0.252210E-05
0.112152E+05 0.251921E-05
0.112187E+05 0.251632E-05
0.112222E+05 0.251343E-05
0.112257E+05 0.251054E-05
0.112292E+05 0.250766E-05
0.112327E+05 0.250477E-05
0.112362E+05 0.250188E-05
0.112397E+05 0.249901E-05
0.112432E+05 0.249614E-05
0.112467E+05 0.249327E-05
0.112502E+05 0.249040E-05
0.112537E+05 0.248753E-05
0.112573E+05 0.248466E-05
0.112608E+05 0.248179E-05
0.112643E+05 0.247893E-05
0.112678E+05 0.247606E-05
0.112714E+05 0.247319E-05
0.112749E+05 0.247033E-05
0.112784E+05 0.246747E-05
0.112820E+05 0.246460E-05
0.112855E+05 0.246174E-05
0.112891E+05 0.245888E-05
0.112926E+05 0.245602E-05
0.112962E+05 0.245316E-05
0.112997E+05 0.245031E-05
0.113033E+05 0.244746E-05
0.113068E+05 0.244461E-05
0.113104E+05 0.244176E-05
0.113139E+05 0.243891E-05
0.113175E+05 0.243606E-05
0.113211E+05 0.243321E-05
0.113247E+05 0.243037E-05
0.113282E+05 0.242752E-05
0.113318E+05 0.242468E-05
0.113354E+05 0.242184E-05
0.113390E+05 0.241899E-05
0.113426E+05 0.241615E-05
0.113461E+05 0.241331E-05
0.113497E+05 0.241047E-05
0.113533E+05 0.240763E-05
0.113569E+05 0.240480E-05
0.113605E+05 0.240196E-05
0.113641E+05 0.239914E-05
0.113677E+05 0.239633E-05
0.113713E+05 0.239351E-05
0.113749E+05 0.239069E-05
0.113786E+05 0.238788E-05
0.113822E+05 0.238506E-05
0.113858E+05 0.238225E-05
0.113894E+05 0.237944E-05
0.113930E+05 0.237663E-05
0.113967E+05 0.237382E-05
0.114003E+05 0.237101E-05
0.114039E+05 0.236820E-05
0.114076E+05 0.236539E-05
0.114112E+05 0.236259E-05
0.114148E+05 0.235978E-05
0.114185E+05 0.235698E-05
0.114221E+05 0.235418E-05
0.114258E+05 0.235139E-05
0.114294E+05 0.234861E-05
0.114331E+05 0.234582E-05
0.114367E+05 0.234304E-05
0.114404E+05 0.234026E-05
0.114440E+05 0.233748E-05
0.114477E+05 0.233470E-05
0.114514E+05 0.233192E-05
0.114550E+05 0.232914E-05
0.114587E+05 0.232637E-05
0.114624E+05 0.232359E-05
0.114661E+05 0.232082E-05
0.114698E+05 0.231804E-05
0.114734E+05 0.231527E-05
0.114771E+05 0.231250E-05
0.114808E+05 0.230973E-05
0.114845E+05 0.230696E-05
0.114882E+05 0.230422E-05
0.114919E+05 0.230148E-05
0.114956E+05 0.229875E-05
0.114993E+05 0.229601E-05
0.115030E+05 0.229327E-05
0.115067E+05 0.229054E-05
0.115104E+05 0.228780E-05
0.115141E+05 0.228507E-05
0.115178E+05 0.228233E-05
0.115216E+05 0.227960E-05
0.115253E+05 0.227687E-05
0.115290E+05 0.227414E-05
0.115327E+05 0.227142E-05
0.115365E+05 0.226869E-05
0.115402E+05 0.226596E-05
0.115439E+05 0.226324E-05
0.115477E+05 0.226053E-05
0.115514E+05 0.225783E-05
0.115552E+05 0.225513E-05
0.115589E+05 0.225243E-05
0.115626E+05 0.224973E-05
0.115664E+05 0.224703E-05
0.115702E+05 0.224434E-05
0.115739E+05 0.224164E-05
0.115777E+05 0.223895E-05
0.115814E+05 0.223626E-05
0.115852E+05 0.223357E-05
0.115890E+05 0.223088E-05
0.115927E+05 0.222819E-05
0.115965E+05 0.222550E-05
0.116003E+05 0.222281E-05
0.116041E+05 0.222013E-05
0.116078E+05 0.221744E-05
0.116116E+05 0.221476E-05
0.116154E+05 0.221209E-05
0.116192E+05 0.220941E-05
0.116230E+05 0.220674E-05
0.116268E+05 0.220406E-05
0.116306E+05 0.220139E-05
0.116344E+05 0.219872E-05
0.116382E+05 0.219605E-05
0.116420E+05 0.219338E-05
0.116458E+05 0.219071E-05
0.116496E+05 0.218805E-05
0.116534E+05 0.218538E-05
0.116572E+05 0.218271E-05
0.116611E+05 0.218005E-05
0.116649E+05 0.217739E-05
0.116687E+05 0.217473E-05
0.116725E+05 0.217207E-05
0.116764E+05 0.216942E-05
0.116802E+05 0.216677E-05
0.116840E+05 0.216411E-05
0.116879E+05 0.216146E-05
0.116917E+05 0.215881E-05
0.116956E+05 0.215617E-05
0.116994E+05 0.215352E-05
0.117033E+05 0.215087E-05
0.117071E+05 0.214823E-05
0.117110E+05 0.214559E-05
0.117148E+05 0.214294E-05
0.117187E+05 0.214030E-05
0.117225E+05 0.213766E-05
0.117264E+05 0.213502E-05
0.117303E+05 0.213239E-05
0.117341E+05 0.212976E-05
0.117380E+05 0.212715E-05
0.117419E+05 0.212453E-05
0.117458E+05 0.212191E-05
0.117497E+05 0.211930E-05
0.117535E+05 0.211670E-05
0.117574E+05 0.211411E-05
0.117613E+05 0.211152E-05
0.117652E+05 0.210894E-05
0.117691E+05 0.210635E-05
0.117730E+05 0.210376E-05
0.117769E+05 0.210118E-05
0.117808E+05 0.209860E-05
0.117847E+05 0.209602E-05
0.117886E+05 0.209344E-05
0.117925E+05 0.209086E-05
0.117965E+05 0.208829E-05
0.118004E+05 0.208573E-05
0.118043E+05 0.208317E-05
0.118082E+05 0.208062E-05
0.118121E+05 0.207806E-05
0.118161E+05 0.207550E-05
0.118200E+05 0.207295E-05
0.118239E+05 0.207040E-05
0.118279E+05 0.206784E-05
0.118318E+05 0.206529E-05
0.118357E+05 0.206274E-05
0.118397E+05 0.206019E-05
0.118436E+05 0.205765E-05
0.118476E+05 0.205510E-05
0.118515E+05 0.205256E-05
0.118555E+05 0.205001E-05
0.118595E+05 0.204747E-05
0.118634E+05 0.204493E-05
0.118674E+05 0.204239E-05
0.118713E+05 0.203985E-05
0.118753E+05 0.203731E-05
0.118793E+05 0.203477E-05
0.118833E+05 0.203224E-05
0.118872E+05 0.202970E-05
0.118912E+05 0.202717E-05
0.118952E+05 0.202464E-05
0.118992E+05 0.202211E-05
0.119032E+05 0.201958E-05
0.119072E+05 0.201705E-05
0.119112E+05 0.201452E-05
0.119152E+05 0.201200E-05
0.119192E+05 0.200949E-05
0.119232E+05 0.200700E-05
0.119272E+05 0.200451E-05
0.119312E+05 0.200203E-05
0.119352E+05 0.199954E-05
0.119392E+05 0.199705E-05
0.119432E+05 0.199457E-05
0.119472E+05 0.199209E-05
0.119512E+05 0.198960E-05
0.119553E+05 0.198712E-05
0.119593E+05 0.198464E-05
0.119633E+05 0.198217E-05
0.119674E+05 0.197969E-05
0.119714E+05 0.197721E-05
0.119754E+05 0.197474E-05
0.119795E+05 0.197227E-05
0.119835E+05 0.196980E-05
0.119875E+05 0.196734E-05
0.119916E+05 0.196487E-05
0.119956E+05 0.196241E-05
0.119997E+05 0.195995E-05
0.120038E+05 0.195749E-05
0.120078E+05 0.195503E-05
0.120119E+05 0.195257E-05
0.120159E+05 0.195011E-05
0.120200E+05 0.194766E-05
0.120241E+05 0.194520E-05
0.120281E+05 0.194275E-05
0.120322E+05 0.194030E-05
0.120363E+05 0.193785E-05
0.120404E+05 0.193783E-05
0.120445E+05 0.193539E-05
0.120486E+05 0.193295E-05
0.120526E+05 0.193051E-05
0.120567E+05 0.192807E-05
0.120608E+05 0.192563E-05
0.120649E+05 0.192320E-05
0.120690E+05 0.192076E-05
0.120731E+05 0.191833E-05
0.120772E+05 0.191590E-05
0.120813E+05 0.191347E-05
0.120854E+05 0.191104E-05
0.120896E+05 0.190861E-05
0.120937E+05 0.190619E-05
0.120978E+05 0.190376E-05
0.121019E+05 0.190134E-05
0.121060E+05 0.189891E-05
0.121102E+05 0.189649E-05
0.121143E+05 0.189407E-05
0.121184E+05 0.189165E-05
0.121226E+05 0.188924E-05
0.121267E+05 0.188682E-05
0.121308E+05 0.188440E-05
0.121350E+05 0.188199E-05
0.121391E+05 0.187958E-05
0.121433E+05 0.187717E-05
0.121474E+05 0.187476E-05
0.121516E+05 0.187235E-05
0.121557E+05 0.186994E-05
0.121599E+05 0.186754E-05
0.121641E+05 0.186513E-05
0.121682E+05 0.186273E-05
0.121724E+05 0.186032E-05
0.121766E+05 0.185792E-05
0.121807E+05 0.185552E-05
0.121849E+05 0.185313E-05
0.121891E+05 0.185073E-05
0.121933E+05 0.184833E-05
0.121975E+05 0.184594E-05
0.122016E+05 0.184354E-05
0.122058E+05 0.184115E-05
0.122100E+05 0.183876E-05
0.122142E+05 0.183637E-05
0.122184E+05 0.183398E-05
0.122226E+05 0.183160E-05
0.122268E+05 0.182921E-05
0.122310E+05 0.182683E-05
0.122352E+05 0.182445E-05
0.122394E+05 0.182206E-05
0.122437E+05 0.181968E-05
0.122479E+05 0.181730E-05
0.122521E+05 0.181493E-05
0.122563E+05 0.181255E-05
0.122605E+05 0.181018E-05
0.122648E+05 0.180780E-05
0.122690E+05 0.180543E-05
0.122732E+05 0.180306E-05
0.122775E+05 0.180069E-05
0.122817E+05 0.179832E-05
0.122860E+05 0.179595E-05
0.122902E+05 0.179359E-05
0.122944E+05 0.179122E-05
0.122987E+05 0.178886E-05
0.123029E+05 0.178650E-05
0.123072E+05 0.178414E-05
0.123115E+05 0.178178E-05
0.123157E+05 0.177942E-05
0.123200E+05 0.177707E-05
0.123242E+05 0.177471E-05
0.123285E+05 0.177236E-05
0.123328E+05 0.177000E-05
0.123371E+05 0.176765E-05
0.123413E+05 0.176530E-05
0.123456E+05 0.176295E-05
0.123499E+05 0.176061E-05
0.123542E+05 0.175826E-05
0.123585E+05 0.175592E-05
0.123628E+05 0.175357E-05
